census_tract,population,housing_units,group_qtr_flag,ct_grp_qtr,pct_grp_qtr,mf_ia_110,mf_ia_h110,mf_ia_120,mf_ia_vehicle,f_vehicle_access_flag,low_income,prop_in_pov,median_income,mf_a_110,mf_a_h110,mf_a_120,mf_a_h1,mf_a_1,f_v_access_add_flag,ct_a_h1,prop_a_h1,ct_ai_h1,prop_ai_h1,ct_a_kids_h1,prop_a_kids_h1,ct_a_sen_h1,prop_a_sen_h1,ct_a_wht_h1,prop_a_wht_h1,ct_a_black_h1,prop_a_black_h1,ct_a_asian_h1,prop_a_asian_h1,ct_a_islander_h1,prop_a_islander_h1,ct_a_native_h1,prop_a_native_h1,ct_a_mult_h1,prop_a_mult_h1,ct_a_his_h1,prop_a_his_h1,ct_va_h1,prop_va_h1,ct_snap_h1,prop_snap_h1,ct_i_pop,ct_kids,ct_seniors,ct_white,ct_black,ct_asian,ct_islander,ct_native,ct_multi,ct_hispanic,ct_housing_no_vehicle,ct_snap,ho_tooth_loss,ho_arthritis,ub_alcoholic,ho_cancer,prev_c_cancer_screen,prev_chol_screen,ho_kidney_disease,ho_pulmonary,ho_ht_disease,ho_asthma,prev_lack_insurance,ub_smoker,ho_diabetes,prev_blood_test,ho_blood_pressure,ho_choles_screened,prev_mamm_use,ho_mental_health,ub_no_activity,ub_obesity,prev_clinical_services_m,prev_clinical_services_f,ho_physical_health,ub_sleep,ho_stroke,prev_med_bpressure,prev_dr_visits,prev_checkups,state,mrfei,geometry
17031824702,5607,1889,0,101.0,1.8,0,0,0,0,1,0,12.3,77143.0,1,1,1,1,1,1,4870.0,86.85,1495.0,26.65,1306.0,23.3,498.0,8.88,3274.0,58.38,779.0,13.9,35.0,0.62,0.0,0.0,17.0,0.3,766.0,13.66,1231.0,21.96,101.0,5.35,278.0,14.7,1729.0,1541.0,544.0,3680.0,957.0,46.0,0.0,27.0,897.0,1441.0,131.0,340.0,14.4,22.9,22.4,5.9,81.2,81.6,2.9,7.7,6.0,10.2,20.7,21.4,10.2,58.5,30.4,30.7,76.6,14.4,27.2,33.0,28.4,25.0,13.1,37.8,3.4,70.8,59.2,73.6,IL,0.0,"[(-87.71755999999999, 41.621812), (-87.71294999999999, 41.625631999999996), (-87.708236, 41.629501), (-87.70430499999999, 41.632729), (-87.700386, 41.632624), (-87.698565, 41.632245), (-87.698514, 41.630838), (-87.698326, 41.625896999999995), (-87.698184, 41.622254999999996), (-87.707871, 41.622057999999996), (-87.70744499999999, 41.611121), (-87.717123, 41.610946), (-87.717398, 41.618224999999995), (-87.71755999999999, 41.621812)]"
17031824800,7756,2262,0,0.0,0.0,0,1,0,1,1,1,23.8,49930.0,0,1,0,1,0,1,5960.0,76.85,3118.0,40.2,1936.0,24.96,405.0,5.23,3112.0,40.12,1293.0,16.67,21.0,0.27,6.0,0.07,33.0,0.42,1497.0,19.3,3129.0,40.35,150.0,6.63,368.0,16.28,4164.0,2560.0,553.0,3817.0,1861.0,49.0,6.0,40.0,1983.0,4110.0,213.0,480.0,17.8,20.5,21.2,4.9,81.3,78.8,3.1,7.0,5.6,10.3,28.9,20.4,11.1,55.1,32.3,30.3,78.2,14.6,30.3,35.2,24.9,22.8,13.7,38.9,3.4,69.7,54.8,72.9,IL,5.0,"[(-87.69860899999999, 41.633285), (-87.697774, 41.633299), (-87.69694799999999, 41.634633), (-87.68894399999999, 41.634504), (-87.689207, 41.640702), (-87.67950499999999, 41.640868), (-87.67937099999999, 41.639175), (-87.67907199999999, 41.631803), (-87.679013, 41.629984), (-87.678896, 41.624945), (-87.675935, 41.627213999999995), (-87.675302, 41.627696), (-87.67491199999999, 41.623588), (-87.67462499999999, 41.62267), (-87.67527899999999, 41.622668999999995), (-87.67541899999999, 41.618997), (-87.675401, 41.617179), (-87.675332, 41.613538), (-87.675299, 41.608233999999996), (-87.67525499999999, 41.605332), (-87.675247, 41.604579), (-87.675246, 41.604444), (-87.675238, 41.601203999999996), (-87.679548, 41.601337), (-87.68007, 41.602019999999996), (-87.680041, 41.604532), (-87.679873, 41.608185), (-87.680236, 41.615415999999996), (-87.680813, 41.615434), (-87.683847, 41.615434), (-87.685075, 41.615725999999995), (-87.68578199999999, 41.615686), (-87.69076, 41.615559), (-87.693203, 41.613999), (-87.69321, 41.618694999999995), (-87.69321, 41.62056), (-87.69328999999999, 41.622206999999996), (-87.698184, 41.622254999999996), (-87.698326, 41.625896999999995), (-87.698514, 41.630838), (-87.698565, 41.632245), (-87.698588, 41.632796), (-87.698608, 41.633243), (-87.69860899999999, 41.633285)]"
17031824900,3079,991,0,7.0,0.23,1,1,1,0,0,1,29.8,37917.0,1,1,1,1,1,0,2694.0,87.49,1554.0,50.49,751.0,24.39,284.0,9.21,679.0,22.04,1712.0,55.61,16.0,0.52,1.0,0.03,2.0,0.06,284.0,9.22,410.0,13.32,72.0,7.29,306.0,30.88,1906.0,852.0,315.0,748.0,2004.0,17.0,1.0,2.0,307.0,440.0,89.0,393.0,21.7,26.7,17.2,5.7,81.0,82.1,4.1,9.1,7.3,12.2,22.4,23.7,15.7,56.3,41.1,32.4,80.8,16.1,33.4,41.0,22.1,20.1,16.5,43.8,5.3,76.1,49.6,78.8,IL,4.0,"[(-87.717123, 41.610946), (-87.70744499999999, 41.611121), (-87.707871, 41.622057999999996), (-87.698184, 41.622254999999996), (-87.69328999999999, 41.622206999999996), (-87.69321, 41.62056), (-87.69321, 41.618694999999995), (-87.693203, 41.613999), (-87.69076, 41.615559), (-87.68578199999999, 41.615686), (-87.685075, 41.615725999999995), (-87.683847, 41.615434), (-87.680813, 41.615434), (-87.680236, 41.615415999999996), (-87.679873, 41.608185), (-87.680041, 41.604532), (-87.68007, 41.602019999999996), (-87.679548, 41.601337), (-87.675238, 41.601203999999996), (-87.675235, 41.600865999999996), (-87.680977, 41.600888), (-87.688572, 41.600812), (-87.69823699999999, 41.600772), (-87.699456, 41.600769), (-87.704264, 41.600727), (-87.706671, 41.600893), (-87.71068, 41.600539999999995), (-87.714106, 41.60089), (-87.71680099999999, 41.601816), (-87.716836, 41.602717), (-87.716865, 41.603646999999995), (-87.717117, 41.610768), (-87.717123, 41.610946)]"
17031825000,5103,1964,0,5.0,0.1,0,0,0,0,0,0,10.8,81056.0,0,1,0,1,0,0,1882.0,36.88,546.0,10.71,413.0,8.09,170.0,3.33,1353.0,26.51,265.0,5.2,84.0,1.65,0.0,0.0,4.0,0.07,176.0,3.46,302.0,5.91,59.0,3.0,96.0,4.88,1225.0,1222.0,457.0,3763.0,439.0,313.0,0.0,8.0,580.0,909.0,81.0,237.0,10.5,20.5,23.8,5.8,82.5,82.1,2.4,6.2,4.9,9.4,16.7,17.9,8.1,61.8,27.7,30.0,77.6,12.5,22.5,28.3,31.3,27.6,10.8,35.4,2.6,69.5,66.2,73.0,IL,8.0,"[(-87.756247, 41.610265), (-87.751361, 41.610343), (-87.741643, 41.610496999999995), (-87.736761, 41.610575999999995), (-87.732568, 41.610639), (-87.73115299999999, 41.610538999999996), (-87.729654, 41.611771999999995), (-87.727149, 41.613879999999995), (-87.72213699999999, 41.618021), (-87.71755999999999, 41.621812), (-87.717398, 41.618224999999995), (-87.717123, 41.610946), (-87.717117, 41.610768), (-87.716865, 41.603646999999995), (-87.717106, 41.603651), (-87.71987299999999, 41.603581), (-87.726528, 41.60344), (-87.731453, 41.603348), (-87.736491, 41.603252999999995), (-87.73612, 41.59214), (-87.736048, 41.590007), (-87.735993, 41.588892), (-87.73598799999999, 41.588653), (-87.746044, 41.588515), (-87.74762, 41.588485999999996), (-87.75549699999999, 41.588336999999996), (-87.75556399999999, 41.590272999999996), (-87.755758, 41.595631), (-87.755999, 41.602902), (-87.756177, 41.607983999999995), (-87.756247, 41.610265)]"
17031825200,2009,658,0,0.0,0.0,0,0,0,0,0,0,1.8,84722.0,0,1,0,1,0,0,1986.0,98.86,501.0,24.95,541.0,26.93,170.0,8.45,1339.0,66.63,184.0,9.14,82.0,4.08,0.0,0.0,15.0,0.75,367.0,18.27,643.0,32.02,0.0,0.0,32.0,4.9,544.0,547.0,172.0,1361.0,184.0,82.0,0.0,15.0,367.0,651.0,0.0,34.0,11.0,20.2,24.1,5.5,82.6,82.3,2.4,6.3,4.9,9.3,20.6,19.0,8.6,61.9,27.0,29.4,76.0,12.9,24.2,29.8,30.1,27.8,11.2,36.4,2.7,68.5,63.9,72.1,IL,0.0,"[(-87.736491, 41.603252999999995), (-87.731453, 41.603348), (-87.726528, 41.60344), (-87.71987299999999, 41.603581), (-87.717106, 41.603651), (-87.716865, 41.603646999999995), (-87.716836, 41.602717), (-87.71680099999999, 41.601816), (-87.716748, 41.600435), (-87.716473, 41.599123), (-87.715053, 41.597294999999995), (-87.71608499999999, 41.596488), (-87.71681699999999, 41.595918), (-87.724426, 41.590101999999995), (-87.726539, 41.588488999999996), (-87.727766, 41.587558), (-87.73052299999999, 41.588577), (-87.73146, 41.588687), (-87.73598799999999, 41.588653), (-87.735993, 41.588892), (-87.736048, 41.590007), (-87.73612, 41.59214), (-87.736491, 41.603252999999995)]"
17031825302,6277,2358,0,3.0,0.05,1,1,1,0,0,1,9.0,67396.0,1,1,1,1,1,0,6277.0,100.0,1149.0,18.31,1529.0,24.36,673.0,10.72,5186.0,82.62,446.0,7.11,228.0,3.63,0.0,0.0,9.0,0.14,408.0,6.5,708.0,11.28,73.0,3.09,195.0,8.27,1224.0,1529.0,673.0,5186.0,446.0,228.0,0.0,9.0,408.0,708.0,73.0,193.0,8.7,21.1,24.4,6.3,83.8,83.8,2.3,6.0,4.9,9.3,13.8,16.6,7.7,65.1,27.0,29.9,77.8,12.0,20.4,27.4,32.7,29.1,10.1,34.3,2.6,70.2,70.0,73.6,IL,0.0,"[(-87.784365, 41.575292), (-87.780774, 41.576843), (-87.781137, 41.579), (-87.783288, 41.579025), (-87.783326, 41.580576), (-87.777293, 41.580732999999995), (-87.774852, 41.582578999999996), (-87.77505599999999, 41.587973999999996), (-87.768237, 41.588125), (-87.765441, 41.588198), (-87.759613, 41.588271), (-87.75795, 41.588294), (-87.75549699999999, 41.588336999999996), (-87.74762, 41.588485999999996), (-87.746044, 41.588515), (-87.73598799999999, 41.588653), (-87.73146, 41.588687), (-87.73052299999999, 41.588577), (-87.727766, 41.587558), (-87.72921699999999, 41.586451), (-87.73255999999999, 41.583962), (-87.733237, 41.58343), (-87.734606, 41.582361999999996), (-87.73800299999999, 41.579726), (-87.739432, 41.578416), (-87.740355, 41.577391999999996), (-87.741553, 41.576679999999996), (-87.74280499999999, 41.575967999999996), (-87.743934, 41.575102), (-87.745367, 41.574003999999995), (-87.747867, 41.573961), (-87.754126, 41.573675), (-87.75508599999999, 41.573738), (-87.758348, 41.573676999999996), (-87.759913, 41.573648), (-87.764848, 41.573555), (-87.769672, 41.573465), (-87.779398, 41.573302999999996), (-87.78429, 41.573234), (-87.784365, 41.575292)]"
17031825303,3872,1651,0,0.0,0.0,0,0,0,0,0,0,9.9,77591.0,0,1,0,1,0,0,1978.0,51.09,284.0,7.35,453.0,11.7,238.0,6.14,1883.0,48.63,28.0,0.73,10.0,0.25,1.0,0.03,2.0,0.06,54.0,1.4,93.0,2.39,12.0,0.72,54.0,3.27,753.0,850.0,548.0,3440.0,132.0,60.0,1.0,14.0,225.0,338.0,59.0,104.0,9.9,22.3,24.3,6.9,82.9,82.8,2.5,6.5,5.6,9.2,14.0,16.9,7.7,65.1,28.0,30.5,77.5,12.2,21.0,26.9,33.2,27.3,10.6,33.5,2.8,71.9,68.9,73.4,,,"[(-87.79366, 41.587745), (-87.78999, 41.587745), (-87.789637, 41.587751), (-87.789226, 41.587759), (-87.78479899999999, 41.587838), (-87.77717899999999, 41.587942999999996), (-87.77505599999999, 41.587973999999996), (-87.774852, 41.582578999999996), (-87.777293, 41.580732999999995), (-87.783326, 41.580576), (-87.783288, 41.579025), (-87.781137, 41.579), (-87.780774, 41.576843), (-87.784365, 41.575292), (-87.789048, 41.573287), (-87.79324199999999, 41.571498), (-87.793235, 41.573212), (-87.79345699999999, 41.580472), (-87.79366, 41.587745)]"
17031825304,4056,1577,0,0.0,0.0,0,0,0,0,0,0,7.7,83594.0,1,1,1,1,1,0,3186.0,78.56,516.0,12.71,707.0,17.42,479.0,11.81,2763.0,68.11,115.0,2.84,139.0,3.43,0.0,0.0,2.0,0.05,167.0,4.12,253.0,6.24,21.0,1.34,68.0,4.33,670.0,915.0,586.0,3592.0,118.0,152.0,0.0,3.0,191.0,308.0,23.0,88.0,9.2,23.6,23.1,7.3,83.3,84.8,2.6,6.7,5.8,9.2,12.9,16.3,8.3,64.8,28.2,31.4,77.3,11.8,21.2,26.8,33.4,28.2,10.8,33.2,2.9,73.2,70.3,74.9,,,"[(-87.812816, 41.580137), (-87.79345699999999, 41.580472), (-87.793235, 41.573212), (-87.79324199999999, 41.571498), (-87.812409, 41.563195), (-87.8127, 41.572877999999996), (-87.812845, 41.57933), (-87.812816, 41.580137)]"
17031825400,5419,2387,0,45.0,0.83,0,0,0,0,1,0,10.6,92132.0,1,1,1,1,1,1,5419.0,100.0,981.0,18.1,1058.0,19.52,824.0,15.21,4898.0,90.39,242.0,4.47,108.0,1.99,3.0,0.06,8.0,0.15,160.0,2.95,307.0,5.67,289.0,12.13,122.0,5.09,917.0,1058.0,824.0,4898.0,242.0,108.0,3.0,8.0,160.0,307.0,271.0,113.0,9.6,24.2,23.1,7.4,83.6,84.7,2.7,6.8,6.0,9.3,12.8,16.9,8.5,64.8,29.1,31.8,77.7,12.0,21.6,27.8,33.2,27.4,11.1,33.6,3.0,73.3,69.3,74.8,IL,0.0,"[(-87.812409, 41.563195), (-87.79324199999999, 41.571498), (-87.789048, 41.573287), (-87.784365, 41.575292), (-87.78429, 41.573234), (-87.779398, 41.573302999999996), (-87.769672, 41.573465), (-87.764848, 41.573555), (-87.759913, 41.573648), (-87.758348, 41.573676999999996), (-87.75508599999999, 41.573738), (-87.754126, 41.573675), (-87.747867, 41.573961), (-87.745367, 41.574003999999995), (-87.748531, 41.571605999999996), (-87.750254, 41.570287), (-87.754348, 41.570018999999995), (-87.752628, 41.567828999999996), (-87.752394, 41.557041999999996), (-87.763211, 41.557038999999996), (-87.764028, 41.557061999999995), (-87.767583, 41.556985), (-87.765804, 41.558423999999995), (-87.76757099999999, 41.558907), (-87.77296799999999, 41.558858), (-87.79279299999999, 41.55854), (-87.80250000000001, 41.558428), (-87.81226199999999, 41.558291), (-87.812409, 41.563195)]"
17031825501,5583,1973,0,0.0,0.0,0,0,0,0,1,0,10.9,68088.0,0,1,0,1,0,1,3595.0,64.38,1420.0,25.43,1019.0,18.26,443.0,7.93,346.0,6.2,3078.0,55.13,34.0,0.61,0.0,0.0,12.0,0.21,124.0,2.23,108.0,1.93,209.0,10.61,204.0,10.36,2059.0,1565.0,866.0,659.0,4650.0,40.0,0.0,19.0,215.0,198.0,305.0,338.0,16.2,28.0,15.6,7.0,84.4,86.1,4.1,7.9,7.3,11.7,18.0,18.5,15.3,61.5,43.9,32.7,83.0,13.6,30.3,38.3,25.6,21.3,14.4,43.0,5.3,79.2,57.0,82.8,IL,9.090909090909092,"[(-87.745367, 41.574003999999995), (-87.743934, 41.575102), (-87.74280499999999, 41.575967999999996), (-87.741553, 41.576679999999996), (-87.740355, 41.577391999999996), (-87.739432, 41.578416), (-87.73800299999999, 41.579726), (-87.734606, 41.582361999999996), (-87.733237, 41.58343), (-87.73255999999999, 41.583962), (-87.72921699999999, 41.586451), (-87.727766, 41.587558), (-87.72661599999999, 41.58681), (-87.725161, 41.58645), (-87.72468599999999, 41.586349), (-87.72393, 41.586234999999995), (-87.715946, 41.586189), (-87.713855, 41.586195), (-87.710076, 41.586205), (-87.706586, 41.586211999999996), (-87.69810199999999, 41.586237), (-87.694474, 41.586248), (-87.69444399999999, 41.583141999999995), (-87.694406, 41.577157), (-87.694375, 41.571722), (-87.704065, 41.571692999999996), (-87.70824999999999, 41.571678), (-87.713775, 41.571667), (-87.722594, 41.571653), (-87.733257, 41.571642), (-87.735745, 41.571639999999995), (-87.74014799999999, 41.571627), (-87.742843, 41.571615), (-87.743271, 41.571619), (-87.748531, 41.571605999999996), (-87.745367, 41.574003999999995)]"
17031825503,6608,2366,0,0.0,0.0,0,0,0,0,0,0,12.5,72779.0,0,1,0,1,0,0,2252.0,34.08,844.0,12.77,607.0,9.19,263.0,3.99,522.0,7.9,1626.0,24.6,18.0,0.28,0.0,0.0,1.0,0.02,84.0,1.27,101.0,1.53,91.0,3.83,87.0,3.67,2393.0,1722.0,846.0,1249.0,5086.0,36.0,0.0,9.0,228.0,254.0,132.0,271.0,10.0,24.2,17.6,6.5,87.2,88.3,3.3,5.8,5.5,10.8,13.3,14.7,12.4,66.5,37.9,30.5,83.7,11.4,23.1,35.4,29.3,26.4,11.2,40.1,3.9,77.3,66.1,81.9,IL,15.0,"[(-87.694474, 41.586248), (-87.68843799999999, 41.586279999999995), (-87.68829099999999, 41.584455), (-87.68833, 41.582696999999996), (-87.686432, 41.582808), (-87.68486, 41.582803), (-87.68480199999999, 41.586301), (-87.675145, 41.586259999999996), (-87.675108, 41.579488), (-87.675094, 41.579107), (-87.675074, 41.578721), (-87.674919, 41.572010999999996), (-87.675024, 41.571731), (-87.67499199999999, 41.569128), (-87.674674, 41.558561999999995), (-87.674847, 41.557204999999996), (-87.679823, 41.5572), (-87.681119, 41.557199), (-87.69419599999999, 41.557165), (-87.694295, 41.560801999999995), (-87.69429699999999, 41.561229), (-87.694301, 41.561961), (-87.694347, 41.568069), (-87.694375, 41.571722), (-87.694406, 41.577157), (-87.69444399999999, 41.583141999999995), (-87.694474, 41.586248)]"
17031825504,3734,1256,0,12.0,0.32,0,1,0,0,0,1,2.3,52104.0,0,1,0,1,0,0,1820.0,48.73,741.0,19.85,588.0,15.74,163.0,4.36,109.0,2.91,1634.0,43.77,14.0,0.38,1.0,0.03,7.0,0.19,54.0,1.46,62.0,1.65,41.0,3.25,113.0,8.97,1618.0,1120.0,328.0,259.0,3280.0,42.0,1.0,11.0,141.0,150.0,70.0,283.0,13.0,23.1,18.2,5.4,85.9,86.3,3.2,6.2,5.1,11.6,17.0,18.3,12.8,63.8,38.2,29.0,82.9,13.2,26.4,37.7,25.7,24.5,12.2,43.9,4.0,75.1,60.2,81.2,IL,10.0,"[(-87.713775, 41.571667), (-87.70824999999999, 41.571678), (-87.704065, 41.571692999999996), (-87.694375, 41.571722), (-87.694347, 41.568069), (-87.694301, 41.561961), (-87.69429699999999, 41.561229), (-87.694295, 41.560801999999995), (-87.69419599999999, 41.557165), (-87.69900899999999, 41.557158), (-87.701673, 41.557154), (-87.703876, 41.557148999999995), (-87.704421, 41.557148999999995), (-87.70491899999999, 41.557147), (-87.707257, 41.557145), (-87.711922, 41.557134), (-87.71361399999999, 41.557131999999996), (-87.713715, 41.55835), (-87.713751, 41.564349), (-87.713751, 41.564913), (-87.713775, 41.571667)]"
17031825505,5525,1778,0,117.0,2.12,0,1,0,0,0,1,15.0,67813.0,0,1,0,1,0,0,3617.0,65.46,1432.0,25.91,958.0,17.35,468.0,8.48,413.0,7.48,3083.0,55.79,32.0,0.58,0.0,0.0,9.0,0.16,80.0,1.45,87.0,1.57,28.0,1.55,131.0,7.37,2390.0,1525.0,611.0,589.0,4733.0,66.0,0.0,10.0,127.0,125.0,57.0,219.0,11.8,24.0,17.2,6.1,86.5,88.0,3.3,6.1,5.5,11.2,15.2,16.4,12.9,65.0,38.8,29.9,83.4,12.1,25.1,36.6,28.5,25.4,11.9,42.0,4.1,76.9,63.1,82.1,IL,0.0,"[(-87.754348, 41.570018999999995), (-87.750254, 41.570287), (-87.748531, 41.571605999999996), (-87.743271, 41.571619), (-87.742843, 41.571615), (-87.74014799999999, 41.571627), (-87.735745, 41.571639999999995), (-87.733257, 41.571642), (-87.722594, 41.571653), (-87.713775, 41.571667), (-87.713751, 41.564913), (-87.713751, 41.564349), (-87.713715, 41.55835), (-87.71361399999999, 41.557131999999996), (-87.724727, 41.557114999999996), (-87.726646, 41.557113), (-87.733127, 41.557092999999995), (-87.734746, 41.557085), (-87.7433, 41.557069), (-87.752394, 41.557041999999996), (-87.752628, 41.567828999999996), (-87.754348, 41.570018999999995)]"
17031825600,5627,1778,0,6.0,0.11,0,1,0,0,0,1,22.4,47844.0,0,1,0,1,0,0,3994.0,70.98,2092.0,37.17,1220.0,21.69,457.0,8.12,750.0,13.33,2977.0,52.91,54.0,0.95,0.0,0.0,14.0,0.25,199.0,3.53,257.0,4.56,76.0,4.26,414.0,23.28,2857.0,1703.0,681.0,868.0,4415.0,68.0,5.0,17.0,254.0,318.0,138.0,545.0,19.5,26.5,16.8,6.0,82.6,84.1,4.0,8.6,7.1,12.4,21.2,22.4,15.3,59.5,40.7,31.3,81.1,15.4,32.0,39.7,23.4,21.9,15.3,44.0,5.2,76.4,52.1,80.4,IL,9.523809523809524,"[(-87.727766, 41.587558), (-87.726539, 41.588488999999996), (-87.724426, 41.590101999999995), (-87.71681699999999, 41.595918), (-87.71608499999999, 41.596488), (-87.715053, 41.597294999999995), (-87.716473, 41.599123), (-87.716748, 41.600435), (-87.71680099999999, 41.601816), (-87.714106, 41.60089), (-87.71068, 41.600539999999995), (-87.706671, 41.600893), (-87.704264, 41.600727), (-87.699456, 41.600769), (-87.69823699999999, 41.600772), (-87.688572, 41.600812), (-87.680977, 41.600888), (-87.675235, 41.600865999999996), (-87.67521699999999, 41.598986), (-87.675197, 41.597097999999995), (-87.67512699999999, 41.593596999999995), (-87.675319, 41.591932), (-87.675145, 41.586259999999996), (-87.68480199999999, 41.586301), (-87.68486, 41.582803), (-87.686432, 41.582808), (-87.68833, 41.582696999999996), (-87.68829099999999, 41.584455), (-87.68843799999999, 41.586279999999995), (-87.694474, 41.586248), (-87.69810199999999, 41.586237), (-87.706586, 41.586211999999996), (-87.710076, 41.586205), (-87.713855, 41.586195), (-87.715946, 41.586189), (-87.72393, 41.586234999999995), (-87.72468599999999, 41.586349), (-87.725161, 41.58645), (-87.72661599999999, 41.58681), (-87.727766, 41.587558)]"
17031825700,4206,1431,0,307.0,7.3,1,1,1,1,1,1,23.6,48750.0,1,1,1,1,1,1,4206.0,100.0,1894.0,45.03,1101.0,26.18,394.0,9.37,1096.0,26.06,2604.0,61.91,23.0,0.55,0.0,0.0,31.0,0.74,452.0,10.75,805.0,19.14,196.0,13.71,337.0,23.54,1735.0,1101.0,394.0,1096.0,2604.0,23.0,0.0,31.0,452.0,805.0,204.0,343.0,15.9,24.5,18.2,5.6,83.3,83.7,3.5,7.7,6.3,11.6,21.6,21.2,13.6,57.2,38.7,31.6,80.6,14.8,30.3,38.6,25.2,23.2,14.6,42.6,4.3,74.6,54.9,78.6,IL,9.090909090909092,"[(-87.564072, 41.644635), (-87.560524, 41.644718999999995), (-87.559316, 41.644548), (-87.55806799999999, 41.644548), (-87.55234399999999, 41.644535), (-87.542271, 41.644552999999995), (-87.542147, 41.644467999999996), (-87.541314, 41.644462999999995), (-87.540509, 41.644286), (-87.539917, 41.644323), (-87.538787, 41.644535), (-87.5250146577199, 41.6446359557451), (-87.52505, 41.639283), (-87.525066170691, 41.6354669887058), (-87.5250766850647, 41.6329857732165), (-87.5250884576358, 41.6302076443083), (-87.53254299999999, 41.630134999999996), (-87.53373599999999, 41.630756), (-87.539243, 41.63149), (-87.54244299999999, 41.633635), (-87.54437399999999, 41.633525999999996), (-87.544448, 41.630416), (-87.548068, 41.629925), (-87.54844299999999, 41.629956), (-87.559213, 41.630004), (-87.564019, 41.630033), (-87.56374699999999, 41.637930999999995), (-87.564072, 41.644635)]"
17031825801,3550,1480,0,0.0,0.0,0,1,0,1,1,1,25.6,54362.0,0,1,0,1,0,1,2386.0,67.21,1121.0,31.57,606.0,17.07,301.0,8.47,247.0,6.95,2077.0,58.5,5.0,0.15,0.0,0.0,7.0,0.19,50.0,1.41,58.0,1.64,181.0,12.24,265.0,17.94,1413.0,951.0,387.0,304.0,3162.0,6.0,0.0,10.0,68.0,82.0,202.0,332.0,14.6,24.5,17.1,5.7,84.8,85.1,3.5,7.0,5.9,12.0,17.8,19.4,13.6,62.9,41.3,30.6,82.0,14.0,28.2,38.8,26.0,24.0,13.3,44.0,4.4,76.3,57.5,81.6,IL,10.526315789473683,"[(-87.58326, 41.62631), (-87.57909699999999, 41.626607), (-87.57862899999999, 41.629929), (-87.578564, 41.633882), (-87.57838699999999, 41.634308), (-87.578386, 41.634363), (-87.57848299999999, 41.644729), (-87.564072, 41.644635), (-87.56374699999999, 41.637930999999995), (-87.564019, 41.630033), (-87.565224, 41.630175), (-87.56567299999999, 41.63003), (-87.571235, 41.629962), (-87.57115999999999, 41.622749999999996), (-87.57843299999999, 41.62272), (-87.579077, 41.62272), (-87.580783, 41.622701), (-87.58207499999999, 41.622682), (-87.583229, 41.623321), (-87.58323899999999, 41.624521), (-87.58326, 41.62631)]"
17031825802,5850,2001,0,5.0,0.09,1,1,1,1,1,1,8.4,52054.0,1,1,1,1,1,1,4303.0,73.55,1818.0,31.07,1203.0,20.57,363.0,6.21,450.0,7.69,3438.0,58.78,9.0,0.16,0.0,0.0,4.0,0.06,402.0,6.87,611.0,10.44,152.0,7.6,448.0,22.38,2587.0,1634.0,532.0,591.0,4804.0,10.0,0.0,8.0,437.0,680.0,201.0,683.0,16.1,24.2,17.2,5.5,84.7,85.2,3.6,7.0,5.8,12.0,19.7,19.7,13.9,59.5,39.6,30.0,82.2,14.2,29.1,39.1,25.4,23.0,13.9,43.8,4.4,75.5,56.5,80.7,IL,6.25,"[(-87.571235, 41.629962), (-87.56567299999999, 41.63003), (-87.565224, 41.630175), (-87.564019, 41.630033), (-87.559213, 41.630004), (-87.54844299999999, 41.629956), (-87.549036, 41.627289), (-87.549047, 41.622712), (-87.55537799999999, 41.622689), (-87.559153, 41.622686), (-87.56035399999999, 41.622755), (-87.563957, 41.622775), (-87.56756299999999, 41.622761), (-87.56876299999999, 41.622758), (-87.57115999999999, 41.622749999999996), (-87.571235, 41.629962)]"
17031825803,5811,2318,0,0.0,0.0,0,1,0,1,1,1,14.2,53319.0,0,1,0,1,0,1,2532.0,43.57,728.0,12.53,666.0,11.47,323.0,5.55,580.0,9.97,1699.0,29.23,6.0,0.1,2.0,0.03,12.0,0.21,233.0,4.02,479.0,8.24,147.0,6.34,242.0,10.46,2457.0,1505.0,794.0,776.0,4675.0,21.0,2.0,15.0,322.0,576.0,526.0,721.0,15.2,25.2,16.7,6.3,84.9,86.1,3.7,7.1,6.3,11.6,19.1,18.1,13.9,62.2,40.2,30.9,81.5,13.2,28.3,37.5,26.8,23.8,13.1,42.1,4.6,77.0,58.7,81.5,IL,0.0,"[(-87.579077, 41.62272), (-87.57843299999999, 41.62272), (-87.57115999999999, 41.622749999999996), (-87.56876299999999, 41.622758), (-87.56756299999999, 41.622761), (-87.563957, 41.622775), (-87.56035399999999, 41.622755), (-87.559153, 41.622686), (-87.55537799999999, 41.622689), (-87.549047, 41.622712), (-87.548951, 41.616406), (-87.54912, 41.615452), (-87.549452, 41.615452), (-87.554069, 41.615446), (-87.555319, 41.615445), (-87.55909799999999, 41.615421999999995), (-87.562696, 41.615455999999995), (-87.563896, 41.615466), (-87.567816, 41.615500999999995), (-87.568691, 41.615503), (-87.569377, 41.615502), (-87.570562, 41.615493), (-87.57343399999999, 41.61549), (-87.57343499999999, 41.618103), (-87.573578, 41.619184), (-87.57358599999999, 41.620898), (-87.578394, 41.62087), (-87.579062, 41.620807), (-87.579077, 41.62272)]"
