censustract,state_x,county,urban,pop2010,ohu2010,groupquartersflag,numgqtrs,pctgqtrs,lilatracts_1and10,lilatracts_halfand10,lilatracts_1and20,lilatracts_vehicle,hunvflag,lowincometracts,povertyrate,medianfamilyincome,la1and10,lahalfand10,la1and20,latracts_half,latracts1,latractsvehicle_20,lapop1_10,lapop05_10,lapop1_20,lalowi1_10,lalowi05_10,lalowi1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,tractlowi,tractkids,tractseniors,tractwhite,tractblack,tractasian,tractnhopi,tractaian,tractomultir,tracthispanic,tracthunv,tractsnap,locationname,all teeth lost among adults aged >=65 years,arthritis among adults aged >=18 years,binge drinking among adults aged >=18 years,cancer (excluding skin cancer) among adults aged >=18 years,cervical cancer screening among adult women aged 21-65 years,cholesterol screening among adults aged >=18 years,chronic kidney disease among adults aged >=18 years,chronic obstructive pulmonary disease among adults aged >=18 years,coronary heart disease among adults aged >=18 years,current asthma among adults aged >=18 years,current lack of health insurance among adults aged 18-64 years,current smoking among adults aged >=18 years,diagnosed diabetes among adults aged >=18 years,"fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",high blood pressure among adults aged >=18 years,high cholesterol among adults aged >=18 years who have been screened in the past 5 years,mammography use among women aged 50-74 years,mental health not good for >=14 days among adults aged >=18 years,no leisure-time physical activity among adults aged >=18 years,obesity among adults aged >=18 years,"older adult men aged >=65 years who are up to date on a core set of clinical preventive services: flu shot past year, ppv shot ever, colorectal cancer screening","older adult women aged >=65 years who are up to date on a core set of clinical preventive services: flu shot past year, ppv shot ever, colorectal cancer screening, and mammogram past 2 years",physical health not good for >=14 days among adults aged >=18 years,sleeping less than 7 hours among adults aged >=18 years,stroke among adults aged >=18 years,taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,visits to dentist or dental clinic among adults aged >=18 years,visits to doctor for routine checkup within the past year among adults aged >=18 years,state_y,fips,mrfei,str_fips,geoid,coords
17031660301,Illinois,Cook County,1,1785,485,0,0.0,0.0,0,0,0,0,0,1,32.8,31250.0,0,0,0,0,0,0,,1.0,,,1.0,,1.0,0.06,1.0,0.05,0.0,0.02,0.0,0.0,1.0,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.0,0.05,0.0,0.03,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.0,635.0,67.0,386.0,608.0,0.0,0.0,9.0,782.0,1149.0,228.0,238.0,17031660301,23.5,20.1,18.6,3.5,75.5,75.1,3.6,7.9,6.1,11.4,39.6,27.1,14.7,44.3,33.1,29.0,81.5,18.5,40.6,43.3,16.8,16.8,17.7,44.1,4.0,66.8,38.9,72.3,,,,,17031660301,"[(-87.703188, 41.780795), (-87.700752, 41.780826), (-87.693445, 41.780939), (-87.693392, 41.779115999999995), (-87.694611, 41.779098999999995), (-87.69826599999999, 41.779044), (-87.703137, 41.778973), (-87.703188, 41.780795)]"
17031660302,Illinois,Cook County,1,5527,1395,0,0.0,0.0,0,0,0,0,0,1,24.6,37969.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3191.0,1873.0,224.0,1802.0,1284.0,20.0,0.0,60.0,2361.0,4056.0,368.0,474.0,17031660302,18.5,17.1,21.0,3.5,78.7,76.4,2.9,6.0,4.8,10.2,37.6,21.6,11.5,47.4,28.1,27.1,79.3,16.0,35.0,37.6,20.3,20.2,14.4,40.6,3.0,63.9,47.6,70.8,,,,,17031660302,"[(-87.703349, 41.786248), (-87.70091099999999, 41.786286), (-87.699691, 41.786307), (-87.697254, 41.786347), (-87.693595, 41.786407), (-87.693545, 41.784583999999995), (-87.693497, 41.782759999999996), (-87.693445, 41.780939), (-87.700752, 41.780826), (-87.703188, 41.780795), (-87.703246, 41.782607), (-87.703349, 41.786248)]"
17031660400,Illinois,Cook County,1,5960,1408,0,0.0,0.0,0,0,0,0,0,1,12.9,52981.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3026.0,2072.0,286.0,2668.0,332.0,9.0,3.0,64.0,2884.0,5239.0,238.0,494.0,17031660400,16.5,16.4,22.2,3.7,78.5,76.7,2.8,5.7,4.7,9.4,39.4,19.6,10.6,48.4,25.5,27.2,77.4,14.8,33.8,35.2,21.9,21.5,13.5,38.0,2.7,62.5,50.6,69.2,IL,17031660400.0,11.538461538461538,17031660400,17031660400,"[(-87.712897, 41.786097), (-87.70823, 41.786172), (-87.704568, 41.786228), (-87.703349, 41.786248), (-87.703246, 41.782607), (-87.703188, 41.780795), (-87.703137, 41.778973), (-87.705559, 41.778935), (-87.707988, 41.778893), (-87.71272599999999, 41.778832), (-87.712772, 41.779742), (-87.71285, 41.782461), (-87.712897, 41.786097)]"
17031660500,Illinois,Cook County,1,5534,1309,0,167.0,3.02,0,0,0,0,0,1,26.9,43132.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2739.0,1897.0,366.0,2444.0,667.0,29.0,0.0,49.0,2345.0,4397.0,331.0,352.0,17031660500,21.2,19.0,20.6,4.2,77.8,76.0,3.3,6.8,5.9,9.8,38.8,21.3,12.5,48.4,30.0,29.8,77.9,15.7,36.4,37.2,21.3,19.2,15.2,39.5,3.4,66.9,47.5,70.7,IL,17031660500.0,10,17031660500,17031660500,"[(-87.71285, 41.776981), (-87.712897, 41.778831), (-87.71272599999999, 41.778832), (-87.707988, 41.778893), (-87.705559, 41.778935), (-87.703137, 41.778973), (-87.703052, 41.775321999999996), (-87.702967, 41.771674999999995), (-87.70781, 41.771598999999995), (-87.712724, 41.771522), (-87.71276999999999, 41.773348999999996), (-87.71280999999999, 41.774256), (-87.712811, 41.775166999999996), (-87.71292799999999, 41.776039), (-87.71285, 41.776981)]"
17031660600,Illinois,Cook County,1,6333,1864,0,0.0,0.0,0,1,0,1,1,1,31.7,32143.0,0,1,0,1,0,1,,3378.0,,,2338.0,,3378.0,53.35,2338.0,36.91,1094.0,17.27,179.0,2.83,461.0,7.28,2382.0,37.61,4.0,0.06,0.0,0.0,40.0,0.64,491.0,7.76,900.0,14.21,322.0,17.25,362.0,19.41,,,,,,,,,,,,,,,,,,,,,,,,,,,3598.0,2104.0,303.0,1102.0,3748.0,13.0,0.0,93.0,1377.0,2375.0,767.0,787.0,17031660600,23.7,21.8,18.2,4.0,78.4,77.7,3.6,8.1,5.9,12.6,31.9,26.1,14.5,50.0,36.1,29.0,81.1,18.4,37.4,41.9,19.2,19.1,17.2,45.3,4.4,70.0,43.2,75.6,IL,17031660600.0,6.521739130434782,17031660600,17031660600,"[(-87.703137, 41.778973), (-87.69826599999999, 41.779044), (-87.694611, 41.779098999999995), (-87.693392, 41.779115999999995), (-87.69095899999999, 41.779153), (-87.687305, 41.779205), (-87.683639, 41.779216), (-87.683548, 41.775599), (-87.687209, 41.775562), (-87.690863, 41.775459999999995), (-87.693298, 41.775427), (-87.693299, 41.775470999999996), (-87.694519, 41.775451), (-87.695736, 41.775431999999995), (-87.698171, 41.775400000000005), (-87.703052, 41.775321999999996), (-87.703137, 41.778973)]"
17031660700,Illinois,Cook County,1,2366,631,0,183.0,7.73,0,1,0,1,1,1,24.5,38661.0,0,1,0,1,0,1,,2021.0,,,1081.0,,2021.0,85.41,1081.0,45.68,613.0,25.92,209.0,8.85,29.0,1.24,1945.0,82.21,4.0,0.15,0.0,0.0,0.0,0.0,43.0,1.82,63.0,2.67,228.0,36.18,244.0,38.68,,,,,,,,,,,,,,,,,,,,,,,,,,,901.0,690.0,236.0,41.0,2250.0,13.0,0.0,4.0,58.0,77.0,247.0,256.0,17031660700,22.8,25.5,16.5,5.3,81.8,82.8,4.0,8.5,6.7,13.2,23.9,24.2,16.2,57.8,43.7,31.2,81.5,16.3,34.4,41.4,21.1,20.5,15.9,46.5,5.5,76.4,48.4,80.9,IL,17031660700.0,5.405405405405405,17031660700,17031660700,"[(-87.683639, 41.779216), (-87.67849, 41.779247), (-87.678793, 41.775641), (-87.67876, 41.773759), (-87.678715, 41.772014999999996), (-87.67862, 41.768384999999995), (-87.679591, 41.768375), (-87.683343, 41.768332), (-87.683392, 41.77015), (-87.683444, 41.771978), (-87.68345699999999, 41.772434), (-87.683494, 41.773782999999995), (-87.683548, 41.775599), (-87.683639, 41.779216)]"
17031660800,Illinois,Cook County,1,5865,1801,0,0.0,0.0,0,1,0,1,1,1,19.1,37640.0,0,1,0,1,0,1,,3613.0,,,1956.0,,3613.0,61.61,1956.0,33.35,1152.0,19.64,284.0,4.85,329.0,5.61,2636.0,44.95,9.0,0.15,1.0,0.02,14.0,0.23,624.0,10.64,778.0,13.26,356.0,19.79,356.0,19.79,,,,,,,,,,,,,,,,,,,,,,,,,,,2743.0,1846.0,421.0,838.0,3617.0,14.0,2.0,32.0,1362.0,1915.0,515.0,526.0,17031660800,20.5,21.9,18.5,4.5,80.5,79.9,3.5,7.5,5.8,12.0,28.9,23.5,13.8,53.6,35.7,28.8,80.3,16.6,34.0,40.2,21.8,20.8,15.4,44.2,4.3,71.0,48.0,76.6,IL,17031660800.0,4.761904761904762,17031660800,17031660800,"[(-87.703052, 41.775321999999996), (-87.698171, 41.775400000000005), (-87.695736, 41.775431999999995), (-87.694519, 41.775451), (-87.693299, 41.775470999999996), (-87.693298, 41.775427), (-87.690863, 41.775459999999995), (-87.687209, 41.775562), (-87.683548, 41.775599), (-87.683494, 41.773782999999995), (-87.68345699999999, 41.772434), (-87.683444, 41.771978), (-87.684664, 41.771958), (-87.68710899999999, 41.771919), (-87.688333, 41.771902), (-87.690769, 41.771862), (-87.69320599999999, 41.771823999999995), (-87.69443, 41.771806999999995), (-87.698083, 41.771749), (-87.69928399999999, 41.771726), (-87.702967, 41.771674999999995), (-87.703052, 41.775321999999996)]"
17031660900,Illinois,Cook County,1,4232,1380,0,80.0,1.89,0,1,0,1,1,1,36.0,34226.0,0,1,0,1,0,1,,1072.0,,,660.0,,1072.0,25.34,660.0,15.59,295.0,6.96,141.0,3.33,98.0,2.31,912.0,21.56,1.0,0.02,0.0,0.0,0.0,0.0,61.0,1.45,73.0,1.73,154.0,11.17,196.0,14.18,,,,,,,,,,,,,,,,,,,,,,,,,,,3418.0,1298.0,370.0,322.0,3568.0,24.0,0.0,2.0,316.0,430.0,415.0,747.0,17031660900,27.1,27.5,15.3,5.3,79.1,81.2,4.6,10.1,7.7,13.6,26.1,27.3,17.7,52.0,43.1,31.4,81.6,18.4,38.2,44.9,19.3,18.2,18.8,47.4,6.0,75.5,42.1,80.3,IL,17031660900.0,0,17031660900,17031660900,"[(-87.712724, 41.771522), (-87.70781, 41.771598999999995), (-87.702967, 41.771674999999995), (-87.69928399999999, 41.771726), (-87.698083, 41.771749), (-87.69443, 41.771806999999995), (-87.69320599999999, 41.771823999999995), (-87.690769, 41.771862), (-87.688333, 41.771902), (-87.68710899999999, 41.771919), (-87.684664, 41.771958), (-87.683444, 41.771978), (-87.683392, 41.77015), (-87.683343, 41.768332), (-87.68324299999999, 41.764702), (-87.688136, 41.764618), (-87.68936, 41.764598), (-87.693029, 41.76454), (-87.69792, 41.764458), (-87.70281299999999, 41.764389), (-87.707701, 41.764308), (-87.71234899999999, 41.764244999999995), (-87.71253999999999, 41.764241999999996), (-87.71265199999999, 41.767851), (-87.712724, 41.771522)]"
17031661000,Illinois,Cook County,1,5706,1846,0,0.0,0.0,0,0,0,0,0,1,25.9,41123.0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3114.0,1600.0,561.0,266.0,5106.0,24.0,0.0,24.0,286.0,424.0,585.0,590.0,17031661000,23.9,26.5,15.5,5.3,80.7,82.8,4.3,9.0,6.9,13.3,23.7,24.3,16.9,56.5,42.9,31.2,82.4,16.9,35.6,42.8,20.7,19.7,17.0,46.4,5.6,76.7,47.2,81.0,IL,17031661000.0,4,17031661000,17031661000,"[(-87.693029, 41.76454), (-87.68936, 41.764598), (-87.688136, 41.764618), (-87.68324299999999, 41.764702), (-87.683343, 41.768332), (-87.679591, 41.768375), (-87.67862, 41.768384999999995), (-87.67858299999999, 41.764755), (-87.678557, 41.762923), (-87.678511, 41.761131), (-87.678466, 41.757452), (-87.680126, 41.757456), (-87.683047, 41.757379), (-87.683666, 41.757543999999996), (-87.68668199999999, 41.757478), (-87.687953, 41.757490999999995), (-87.69282, 41.757303), (-87.69291899999999, 41.757979999999996), (-87.692926, 41.760892), (-87.692979, 41.762716), (-87.693029, 41.76454)]"
17031661100,Illinois,Cook County,1,6542,1769,0,31.0,0.47,1,1,1,1,1,1,13.8,58452.0,1,1,1,1,1,1,678.0,4990.0,678.0,275.0,2067.0,275.0,4990.0,76.28,2067.0,31.59,1675.0,25.6,277.0,4.24,1753.0,26.8,1849.0,28.26,27.0,0.41,0.0,0.0,10.0,0.15,1351.0,20.66,2792.0,42.68,134.0,7.58,281.0,15.91,678.0,10.37,275.0,4.2,228.0,3.49,43.0,0.66,279.0,4.26,154.0,2.36,6.0,0.1,0.0,0.0,1.0,0.02,238.0,3.64,464.0,7.1,7.0,0.4,36.0,2.03,2815.0,2145.0,395.0,1993.0,2970.0,42.0,0.0,12.0,1525.0,3081.0,238.0,431.0,17031661100,17.2,20.1,20.1,4.5,82.0,80.4,3.1,6.4,5.2,10.8,28.3,20.4,11.9,55.2,33.4,28.6,81.0,14.7,31.2,37.5,24.0,21.1,13.6,41.8,3.6,70.1,53.5,75.1,IL,17031661100.0,0,17031661100,17031661100,"[(-87.71253999999999, 41.764241999999996), (-87.71234899999999, 41.764244999999995), (-87.707701, 41.764308), (-87.70281299999999, 41.764389), (-87.69792, 41.764458), (-87.693029, 41.76454), (-87.692979, 41.762716), (-87.692926, 41.760892), (-87.69291899999999, 41.757979999999996), (-87.69282, 41.757303), (-87.702615, 41.757216), (-87.71152099999999, 41.757072), (-87.71233, 41.757191999999996), (-87.712375, 41.7595), (-87.712587, 41.760591999999995), (-87.71253999999999, 41.764241999999996)]"
17031670100,Illinois,Cook County,1,1516,401,0,151.0,9.96,0,1,0,1,1,1,27.0,39643.0,0,1,0,1,0,1,,1516.0,,,744.0,,1516.0,100.0,744.0,49.07,462.0,30.47,142.0,9.37,12.0,0.79,1465.0,96.64,3.0,0.2,0.0,0.0,5.0,0.33,31.0,2.04,32.0,2.11,118.0,29.43,182.0,45.45,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,462.0,142.0,12.0,1465.0,3.0,0.0,5.0,31.0,32.0,113.0,175.0,17031670100,26.7,26.6,15.7,5.3,80.6,83.1,4.4,9.4,7.4,13.9,24.8,25.8,17.3,54.4,42.8,30.4,81.3,17.6,36.2,43.0,20.6,19.3,17.4,47.3,6.0,76.1,45.4,81.1,IL,17031670100.0,0,17031670100,17031670100,"[(-87.659729, 41.7941), (-87.65730099999999, 41.794140999999996), (-87.65487399999999, 41.794171999999996), (-87.654737, 41.788706), (-87.65468399999999, 41.786885999999996), (-87.65711399999999, 41.786851), (-87.65954099999999, 41.786815999999995), (-87.659729, 41.7941)]"
17031670200,Illinois,Cook County,1,1380,390,0,0.0,0.0,0,1,0,1,1,1,51.7,31528.0,0,1,0,1,0,1,,1380.0,,,877.0,,1380.0,100.0,877.0,63.55,469.0,33.99,136.0,9.86,8.0,0.58,1333.0,96.59,2.0,0.14,0.0,0.0,0.0,0.0,37.0,2.68,34.0,2.46,187.0,47.88,190.0,48.79,,,,,,,,,,,,,,,,,,,,,,,,,,,558.0,469.0,136.0,8.0,1333.0,2.0,0.0,0.0,37.0,34.0,158.0,161.0,17031670200,31.7,27.5,15.2,5.2,79.5,80.6,4.8,10.5,8.3,14.2,28.0,28.8,18.7,52.6,45.0,31.3,81.7,19.1,39.8,45.1,18.3,17.2,19.3,48.4,6.8,76.0,39.6,80.6,IL,17031670200.0,0,17031670200,17031670200,"[(-87.664582, 41.794024), (-87.660946, 41.794087), (-87.659729, 41.7941), (-87.65954099999999, 41.786815999999995), (-87.661963, 41.786781), (-87.664394, 41.786747), (-87.66453899999999, 41.792207), (-87.664582, 41.794024)]"
17031670300,Illinois,Cook County,1,1411,422,0,44.0,3.12,0,1,0,1,1,1,39.6,34375.0,0,1,0,1,0,1,,1411.0,,,1013.0,,1411.0,100.0,1013.0,71.8,414.0,29.34,138.0,9.78,34.0,2.41,1322.0,93.69,5.0,0.35,1.0,0.07,1.0,0.07,48.0,3.4,51.0,3.61,163.0,38.55,130.0,30.91,,,,,,,,,,,,,,,,,,,,,,,,,,,804.0,414.0,138.0,34.0,1322.0,5.0,1.0,1.0,48.0,51.0,168.0,132.0,17031670300,25.7,27.0,15.3,5.1,80.3,82.5,4.4,9.6,7.2,14.0,24.7,26.6,17.6,55.1,44.0,31.1,82.2,17.7,36.9,44.4,19.2,19.1,17.7,47.4,5.9,76.4,43.9,81.0,IL,17031670300.0,0,17031670300,17031670300,"[(-87.669443, 41.793969), (-87.66701599999999, 41.793996), (-87.664582, 41.794024), (-87.66453899999999, 41.792207), (-87.664394, 41.786747), (-87.66924499999999, 41.786688), (-87.66929499999999, 41.788509999999995), (-87.669443, 41.793969)]"
17031670400,Illinois,Cook County,1,1956,554,0,0.0,0.0,0,1,0,1,1,1,34.4,30139.0,0,1,0,1,0,1,,1956.0,,,1254.0,,1956.0,100.0,1254.0,64.13,599.0,30.62,187.0,9.56,26.0,1.33,1823.0,93.2,5.0,0.26,0.0,0.0,0.0,0.0,102.0,5.21,130.0,6.65,193.0,34.92,321.0,58.02,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.0,599.0,187.0,26.0,1823.0,5.0,0.0,0.0,102.0,130.0,183.0,304.0,17031670400,27.9,27.0,15.6,5.2,79.8,81.5,4.5,9.9,7.5,13.6,26.9,27.1,18.0,54.3,44.2,31.4,82.1,17.8,38.1,44.1,18.4,18.2,18.2,47.5,6.2,76.4,42.6,80.6,IL,17031670400.0,0,17031670400,17031670400,"[(-87.674301, 41.793915999999996), (-87.671874, 41.793943), (-87.669443, 41.793969), (-87.66929499999999, 41.788509999999995), (-87.66924499999999, 41.786688), (-87.67410000000001, 41.786628), (-87.674301, 41.793915999999996)]"
17031670500,Illinois,Cook County,1,1321,361,0,36.0,2.73,0,1,0,0,0,1,25.8,47500.0,0,1,0,1,0,0,,994.0,,,580.0,,994.0,75.22,580.0,43.9,286.0,21.68,118.0,8.9,14.0,1.08,939.0,71.05,0.0,0.0,0.0,0.0,2.0,0.15,39.0,2.93,39.0,2.95,75.0,20.72,133.0,36.94,,,,,,,,,,,,,,,,,,,,,,,,,,,604.0,406.0,146.0,22.0,1256.0,0.0,0.0,2.0,41.0,55.0,92.0,164.0,17031670500,23.8,26.1,16.3,5.4,81.2,81.1,4.2,8.8,6.9,13.1,23.9,24.6,16.6,58.1,45.2,31.9,82.6,16.5,35.0,42.2,20.0,19.9,16.2,46.8,5.7,76.5,46.7,81.1,IL,17031670500.0,3.225806451612903,17031670500,17031670500,"[(-87.678815, 41.793867999999996), (-87.674301, 41.793915999999996), (-87.67410000000001, 41.786628), (-87.67400099999999, 41.782982), (-87.67390499999999, 41.779316), (-87.67849, 41.779247), (-87.678716, 41.786569), (-87.678815, 41.793867999999996)]"
17031670600,Illinois,Cook County,1,1650,458,0,10.0,0.61,0,1,0,1,1,1,31.6,49773.0,0,1,0,1,0,1,,1650.0,,,787.0,,1650.0,100.0,787.0,47.67,468.0,28.36,190.0,11.52,13.0,0.79,1624.0,98.42,1.0,0.06,0.0,0.0,1.0,0.06,11.0,0.67,35.0,2.12,212.0,46.34,209.0,45.53,,,,,,,,,,,,,,,,,,,,,,,,,,,473.0,468.0,190.0,13.0,1624.0,1.0,0.0,1.0,11.0,35.0,161.0,158.0,17031670600,22.7,26.3,16.2,5.6,81.6,81.5,4.2,8.4,6.8,13.0,22.5,23.0,16.7,58.3,46.2,32.4,81.9,15.9,33.8,41.8,20.5,20.3,15.8,46.4,5.7,77.3,48.9,81.8,IL,17031670600.0,0,17031670600,17031670600,"[(-87.67410000000001, 41.786628), (-87.66924499999999, 41.786688), (-87.669156, 41.783046), (-87.66906399999999, 41.779544), (-87.669079, 41.779382999999996), (-87.67390499999999, 41.779316), (-87.67400099999999, 41.782982), (-87.67410000000001, 41.786628)]"
17031670700,Illinois,Cook County,1,1491,406,0,5.0,0.34,0,1,0,0,0,1,33.8,40243.0,0,1,0,1,0,0,,1491.0,,,941.0,,1491.0,100.0,941.0,63.1,495.0,33.2,163.0,10.93,10.0,0.67,1440.0,96.58,0.0,0.0,0.0,0.0,6.0,0.4,35.0,2.35,42.0,2.82,99.0,24.4,171.0,42.13,,,,,,,,,,,,,,,,,,,,,,,,,,,654.0,495.0,163.0,10.0,1440.0,0.0,0.0,6.0,35.0,42.0,88.0,150.0,17031670700,28.6,28.5,14.7,5.6,80.4,83.0,4.8,10.0,7.9,13.7,25.1,26.6,18.8,54.0,44.9,31.4,81.6,17.8,38.7,45.1,19.9,18.1,18.3,48.0,6.6,77.5,42.7,81.8,IL,17031670700.0,0,17031670700,17031670700,"[(-87.66924499999999, 41.786688), (-87.664394, 41.786747), (-87.664309, 41.78311), (-87.664221, 41.779464999999995), (-87.66666699999999, 41.779418), (-87.669079, 41.779382999999996), (-87.66906399999999, 41.779544), (-87.669156, 41.783046), (-87.66924499999999, 41.786688)]"
17031670800,Illinois,Cook County,1,1635,535,0,2.0,0.12,0,1,0,1,1,1,33.7,28571.0,0,1,0,1,0,1,,1635.0,,,1003.0,,1635.0,100.0,1003.0,61.38,486.0,29.72,210.0,12.84,5.0,0.31,1602.0,97.98,0.0,0.0,0.0,0.0,6.0,0.37,22.0,1.35,21.0,1.28,244.0,45.69,220.0,41.08,,,,,,,,,,,,,,,,,,,,,,,,,,,815.0,486.0,210.0,5.0,1602.0,0.0,0.0,6.0,22.0,21.0,276.0,221.0,17031670800,31.2,29.6,14.1,6.0,79.5,81.6,5.1,10.9,8.7,14.3,26.6,26.7,19.5,52.8,48.1,33.5,81.4,17.9,39.9,43.8,19.2,17.3,19.3,47.2,7.2,78.7,42.1,82.1,IL,17031670800.0,0,17031670800,17031670800,"[(-87.664394, 41.786747), (-87.661963, 41.786781), (-87.65954099999999, 41.786815999999995), (-87.65949599999999, 41.784998), (-87.65940499999999, 41.781358), (-87.65936099999999, 41.779543), (-87.660572, 41.779527), (-87.664221, 41.779464999999995), (-87.664309, 41.78311), (-87.664394, 41.786747)]"
17031670900,Illinois,Cook County,1,1351,469,0,0.0,0.0,0,1,0,1,1,1,32.9,40274.0,0,1,0,1,0,1,,1351.0,,,688.0,,1351.0,100.0,688.0,50.96,359.0,26.57,178.0,13.18,3.0,0.22,1327.0,98.22,4.0,0.3,0.0,0.0,0.0,0.0,17.0,1.26,19.0,1.41,115.0,24.59,213.0,45.38,,,,,,,,,,,,,,,,,,,,,,,,,,,732.0,359.0,178.0,3.0,1327.0,4.0,0.0,0.0,17.0,19.0,115.0,221.0,17031670900,19.8,25.5,15.8,5.8,83.4,83.0,4.2,7.4,7.0,12.1,19.4,19.5,16.0,60.4,45.4,31.8,83.1,14.0,30.7,40.3,23.3,21.0,14.1,44.3,5.5,78.0,53.2,82.5,IL,17031670900.0,0,17031670900,17031670900,"[(-87.65954099999999, 41.786815999999995), (-87.65711399999999, 41.786851), (-87.65468399999999, 41.786885999999996), (-87.654594, 41.783245), (-87.65455, 41.781427), (-87.654502, 41.779607999999996), (-87.65936099999999, 41.779543), (-87.65940499999999, 41.781358), (-87.65949599999999, 41.784998), (-87.65954099999999, 41.786815999999995)]"
17031671100,Illinois,Cook County,1,1259,370,0,16.0,1.27,0,1,0,0,0,1,48.1,31250.0,0,1,0,1,0,0,,1259.0,,,824.0,,1259.0,100.0,824.0,65.41,395.0,31.37,141.0,11.2,12.0,0.95,1227.0,97.46,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.59,22.0,1.75,52.0,14.05,172.0,46.49,,,,,,,,,,,,,,,,,,,,,,,,,,,660.0,395.0,141.0,12.0,1227.0,0.0,0.0,0.0,20.0,22.0,42.0,139.0,17031671100,31.7,28.6,14.5,5.5,80.1,80.5,5.2,10.9,8.8,14.2,26.3,27.4,19.6,52.2,46.5,32.6,81.5,18.7,39.4,45.2,18.7,17.7,19.7,47.8,7.1,77.2,40.5,81.5,IL,17031671100.0,0,17031671100,17031671100,"[(-87.664221, 41.779464999999995), (-87.660572, 41.779527), (-87.65936099999999, 41.779543), (-87.659311, 41.777722), (-87.659263, 41.775901999999995), (-87.659216, 41.774077999999996), (-87.661633, 41.774043999999996), (-87.66407, 41.774013), (-87.664121, 41.775833), (-87.664221, 41.779464999999995)]"
17031671200,Illinois,Cook County,1,1252,353,0,0.0,0.0,0,1,0,1,1,1,42.7,27574.0,0,1,0,1,0,1,,1252.0,,,1027.0,,1252.0,100.0,1027.0,82.04,405.0,32.35,135.0,10.78,8.0,0.64,1228.0,98.08,0.0,0.0,0.0,0.0,5.0,0.4,11.0,0.88,10.0,0.8,209.0,59.27,194.0,55.05,,,,,,,,,,,,,,,,,,,,,,,,,,,734.0,405.0,135.0,8.0,1228.0,0.0,0.0,5.0,11.0,10.0,179.0,169.0,17031671200,38.8,29.2,14.2,5.2,75.8,78.3,5.4,12.4,9.3,15.2,31.2,33.0,20.5,47.6,46.9,32.3,81.3,21.4,44.8,47.4,16.3,15.1,22.2,50.0,7.7,76.1,33.5,80.6,IL,17031671200.0,3.4482758620689653,17031671200,17031671200,"[(-87.669079, 41.779382999999996), (-87.66666699999999, 41.779418), (-87.664221, 41.779464999999995), (-87.664121, 41.775833), (-87.66407, 41.774013), (-87.66654, 41.773979999999995), (-87.66894599999999, 41.773952), (-87.668998, 41.77577), (-87.669079, 41.779382999999996)]"
