censustract,state_x,county,urban,pop2010,ohu2010,groupquartersflag,numgqtrs,pctgqtrs,lilatracts_1and10,lilatracts_halfand10,lilatracts_1and20,lilatracts_vehicle,hunvflag,lowincometracts,povertyrate,medianfamilyincome,la1and10,lahalfand10,la1and20,latracts_half,latracts1,latractsvehicle_20,lapop1_10,lapop05_10,lapop1_20,lalowi1_10,lalowi05_10,lalowi1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,tractlowi,tractkids,tractseniors,tractwhite,tractblack,tractasian,tractnhopi,tractaian,tractomultir,tracthispanic,tracthunv,tractsnap,locationname,all teeth lost among adults aged >=65 years,arthritis among adults aged >=18 years,binge drinking among adults aged >=18 years,cancer (excluding skin cancer) among adults aged >=18 years,cervical cancer screening among adult women aged 21-65 years,cholesterol screening among adults aged >=18 years,chronic kidney disease among adults aged >=18 years,chronic obstructive pulmonary disease among adults aged >=18 years,coronary heart disease among adults aged >=18 years,current asthma among adults aged >=18 years,current lack of health insurance among adults aged 18-64 years,current smoking among adults aged >=18 years,diagnosed diabetes among adults aged >=18 years,"fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",high blood pressure among adults aged >=18 years,high cholesterol among adults aged >=18 years who have been screened in the past 5 years,mammography use among women aged 50-74 years,mental health not good for >=14 days among adults aged >=18 years,no leisure-time physical activity among adults aged >=18 years,obesity among adults aged >=18 years,"older adult men aged >=65 years who are up to date on a core set of clinical preventive services: flu shot past year, ppv shot ever, colorectal cancer screening","older adult women aged >=65 years who are up to date on a core set of clinical preventive services: flu shot past year, ppv shot ever, colorectal cancer screening, and mammogram past 2 years",physical health not good for >=14 days among adults aged >=18 years,sleeping less than 7 hours among adults aged >=18 years,stroke among adults aged >=18 years,taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,visits to dentist or dental clinic among adults aged >=18 years,visits to doctor for routine checkup within the past year among adults aged >=18 years,state_y,fips,mrfei,str_fips,geoid,coords
17031270500,Illinois,Cook County,1,1689,577,0,145.0,8.58,0,0,0,0,0,1,50.6,25901.0,0,0,0,0,0,0,,2.0,,,1.0,,2.0,0.12,1.0,0.09,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.0,495.0,201.0,21.0,1638.0,1.0,0.0,6.0,23.0,41.0,411.0,418.0,17031270500,37.1,30.6,13.6,5.5,77.0,80.4,5.7,12.9,9.9,15.4,30.0,31.8,21.5,49.9,46.8,32.8,81.3,21.1,43.9,47.4,16.4,15.6,22.8,49.2,8.1,77.1,35.0,81.0,IL,17031270500.0,2.1739130434782608,17031270500,17031270500,"[(-87.72081999999999, 41.881896999999995), (-87.71384499999999, 41.881266), (-87.711061, 41.882743), (-87.711006, 41.880917), (-87.71589399999999, 41.880856), (-87.715684, 41.874488), (-87.71565799999999, 41.873568), (-87.715535, 41.869943), (-87.717969, 41.869941), (-87.72023899999999, 41.869869), (-87.720365, 41.873515), (-87.72040199999999, 41.874441), (-87.720655, 41.875799), (-87.72070599999999, 41.877148999999996), (-87.720829, 41.880787999999995), (-87.72081999999999, 41.881896999999995)]"
17031271200,Illinois,Cook County,1,1170,349,0,63.0,5.38,0,1,0,1,1,1,37.5,30528.0,0,1,0,1,0,1,,1170.0,,,763.0,,1170.0,100.0,763.0,65.24,355.0,30.34,110.0,9.4,40.0,3.42,1107.0,94.62,2.0,0.17,0.0,0.0,0.0,0.0,21.0,1.79,31.0,2.65,168.0,48.06,192.0,55.04,,,,,,,,,,,,,,,,,,,,,,,,,,,824.0,355.0,110.0,40.0,1107.0,2.0,0.0,0.0,21.0,31.0,186.0,213.0,17031271200,25.7,25.7,16.1,5.1,82.6,80.9,4.2,9.1,7.1,13.6,25.2,26.8,16.3,55.1,44.2,31.1,82.0,17.6,35.9,43.4,21.3,18.6,17.2,47.5,5.7,75.0,44.8,80.2,IL,17031271200.0,0,17031271200,17031271200,"[(-87.70612299999999, 41.880973), (-87.701208, 41.881026), (-87.701154, 41.879205), (-87.70107999999999, 41.875929), (-87.70101299999999, 41.873747), (-87.705917, 41.873688), (-87.705951, 41.874907), (-87.70597099999999, 41.875876), (-87.70612299999999, 41.880973)]"
17031271300,Illinois,Cook County,1,1045,351,0,0.0,0.0,0,1,0,1,1,1,59.3,23333.0,0,1,0,1,0,1,,1045.0,,,728.0,,1045.0,100.0,728.0,69.68,358.0,34.26,84.0,8.04,13.0,1.24,1013.0,96.94,0.0,0.0,0.0,0.0,4.0,0.38,15.0,1.44,22.0,2.11,153.0,43.56,161.0,45.75,,,,,,,,,,,,,,,,,,,,,,,,,,,917.0,358.0,84.0,13.0,1013.0,0.0,0.0,4.0,15.0,22.0,159.0,167.0,17031271300,34.3,28.0,14.2,4.9,78.6,79.7,5.0,11.1,8.1,15.1,27.9,30.7,19.0,50.1,44.6,30.8,81.6,20.7,41.2,47.1,16.8,16.3,20.6,49.3,6.9,75.4,37.2,80.8,IL,17031271300.0,0,17031271300,17031271300,"[(-87.711006, 41.880917), (-87.70612299999999, 41.880973), (-87.70597099999999, 41.875876), (-87.705951, 41.874907), (-87.705917, 41.873688), (-87.710782, 41.873628), (-87.710807, 41.874544), (-87.711006, 41.880917)]"
17031271400,Illinois,Cook County,1,1527,527,0,36.0,2.36,0,1,0,1,1,1,47.2,22500.0,0,1,0,1,0,1,,954.0,,,741.0,,954.0,62.48,741.0,48.51,281.0,18.41,86.0,5.62,19.0,1.25,912.0,59.71,1.0,0.07,0.0,0.0,6.0,0.37,16.0,1.08,20.0,1.31,130.0,24.74,161.0,30.58,,,,,,,,,,,,,,,,,,,,,,,,,,,917.0,452.0,129.0,42.0,1451.0,5.0,1.0,7.0,21.0,27.0,178.0,220.0,17031271400,28.8,26.8,15.2,5.0,80.6,81.3,4.6,9.7,7.4,13.9,24.7,27.2,17.7,53.5,43.6,30.7,82.8,18.3,37.2,45.1,19.6,18.8,18.6,47.8,6.1,75.5,42.9,80.7,IL,17031271400.0,0,17031271400,17031271400,"[(-87.71589399999999, 41.880856), (-87.711006, 41.880917), (-87.710807, 41.874544), (-87.710782, 41.873628), (-87.71565799999999, 41.873568), (-87.715684, 41.874488), (-87.71589399999999, 41.880856)]"
17031271500,Illinois,Cook County,1,1397,461,0,0.0,0.0,0,0,0,0,0,1,34.6,36800.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.0,401.0,108.0,21.0,1345.0,1.0,0.0,1.0,29.0,28.0,174.0,217.0,17031271500,25.2,27.7,15.1,5.2,81.0,82.4,4.5,9.6,7.2,14.0,22.6,26.4,18.1,54.3,46.2,32.1,83.0,17.9,36.3,45.8,18.8,19.2,18.3,48.6,6.1,77.2,44.6,81.6,IL,17031271500.0,5,17031271500,17031271500,"[(-87.71565799999999, 41.873568), (-87.710782, 41.873628), (-87.71065999999999, 41.870004), (-87.715535, 41.869943), (-87.71565799999999, 41.873568)]"
17031271800,Illinois,Cook County,1,970,318,0,0.0,0.0,0,0,0,0,0,1,72.2,19034.0,0,0,0,0,0,0,,75.0,,,62.0,,75.0,7.68,62.0,6.39,20.0,2.06,7.0,0.7,5.0,0.5,67.0,6.95,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.23,6.0,0.62,17.0,5.34,14.0,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,324.0,73.0,19.0,933.0,0.0,0.0,0.0,18.0,17.0,145.0,120.0,17031271800,41.9,30.5,13.4,4.8,75.7,78.6,5.7,13.2,9.7,15.4,30.8,35.7,22.3,45.9,49.1,33.3,82.4,22.6,47.2,51.6,15.9,14.5,24.4,51.8,8.1,77.2,30.7,80.8,IL,17031271800.0,6.666666666666667,17031271800,17031271800,"[(-87.70101299999999, 41.873747), (-87.696101, 41.873794), (-87.695979, 41.869233), (-87.700869, 41.869189), (-87.70101299999999, 41.873747)]"
17031280100,Illinois,Cook County,1,4872,3116,0,18.0,0.37,0,0,0,0,0,0,7.6,184464.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.0,263.0,120.0,3745.0,225.0,728.0,0.0,8.0,166.0,255.0,1364.0,50.0,17031280100,2.9,9.4,30.0,3.3,86.5,82.6,1.1,1.9,1.7,7.3,7.9,8.8,3.0,69.9,13.6,18.2,82.5,8.5,10.4,20.5,38.4,35.7,4.6,31.1,0.9,52.3,79.4,68.7,IL,17031280100.0,3.1531531531531534,17031280100,17031280100,"[(-87.647599, 41.88866), (-87.645759, 41.88802), (-87.644322, 41.888554), (-87.644334, 41.889033999999995), (-87.63935599999999, 41.889081), (-87.63870999999999, 41.887240999999996), (-87.63768499999999, 41.886455999999995), (-87.637778, 41.885722), (-87.637864, 41.884873999999996), (-87.638161, 41.88319), (-87.63824799999999, 41.881898), (-87.641193, 41.881859999999996), (-87.64266099999999, 41.881837999999995), (-87.64572, 41.882025999999996), (-87.646107, 41.881792999999995), (-87.64735999999999, 41.881778), (-87.647599, 41.88866)]"
17031280400,Illinois,Cook County,1,1366,500,0,113.0,8.27,0,0,0,0,0,1,36.8,31806.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177.0,395.0,67.0,120.0,1163.0,30.0,2.0,7.0,44.0,67.0,207.0,308.0,17031280400,28.4,24.1,15.7,4.2,78.9,78.2,3.9,8.9,5.8,14.6,24.7,27.5,15.0,51.7,39.4,28.7,83.2,19.5,36.3,43.6,17.7,18.8,17.5,47.0,5.0,72.9,43.4,78.8,IL,17031280400.0,4.761904761904762,17031280400,17031280400,"[(-87.676846, 41.88872), (-87.671961, 41.8888), (-87.667069, 41.888852), (-87.666945, 41.883297999999996), (-87.669358, 41.883258999999995), (-87.67669, 41.883147), (-87.676846, 41.88872)]"
17031280800,Illinois,Cook County,1,755,291,0,14.0,1.85,0,0,0,0,0,1,30.3,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.0,237.0,123.0,29.0,709.0,1.0,0.0,1.0,15.0,26.0,184.0,185.0,17031280800,21.5,27.8,15.1,6.3,82.7,83.2,4.8,8.7,8.4,12.7,21.2,20.9,17.8,61.7,46.2,33.3,82.8,15.0,32.8,40.5,21.5,20.5,15.6,44.0,6.3,79.6,50.8,82.3,IL,17031280800.0,0,17031280800,17031280800,"[(-87.69150499999999, 41.881113), (-87.686431, 41.881161999999996), (-87.686365, 41.878589), (-87.686269, 41.876084), (-87.69137099999999, 41.876034999999995), (-87.69150499999999, 41.881113)]"
17031280900,Illinois,Cook County,1,942,318,0,0.0,0.0,0,0,0,0,0,1,56.3,17083.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.0,391.0,37.0,57.0,839.0,23.0,0.0,2.0,21.0,32.0,178.0,198.0,17031280900,27.9,23.3,15.5,3.9,79.4,78.4,3.9,8.8,5.5,14.8,25.0,28.6,14.5,52.1,37.0,26.3,83.6,20.7,36.8,45.2,16.9,17.3,18.1,48.8,4.9,69.6,40.9,78.9,IL,17031280900.0,0,17031280900,17031280900,"[(-87.686431, 41.881161999999996), (-87.68396, 41.881159), (-87.68390099999999, 41.878623999999995), (-87.68382799999999, 41.87612), (-87.686269, 41.876084), (-87.686365, 41.878589), (-87.686431, 41.881161999999996)]"
17031281900,Illinois,Cook County,1,4844,3137,0,0.0,0.0,0,0,0,0,0,0,17.9,149828.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357.0,211.0,111.0,2691.0,397.0,1451.0,4.0,16.0,285.0,287.0,1894.0,0.0,17031281900,4.2,8.4,26.7,2.6,79.0,78.9,1.1,2.0,1.7,7.4,10.2,9.5,3.2,67.3,13.5,17.0,83.0,9.4,12.5,19.3,34.9,32.0,5.0,32.7,0.9,51.6,74.7,69.0,IL,17031281900.0,3.3175355450236967,17031281900,17031281900,"[(-87.64735999999999, 41.881778), (-87.646107, 41.881792999999995), (-87.64572, 41.882025999999996), (-87.64266099999999, 41.881837999999995), (-87.641193, 41.881859999999996), (-87.63824799999999, 41.881898), (-87.63825299999999, 41.880604), (-87.63808499999999, 41.879335), (-87.637377, 41.876799), (-87.647202, 41.876672), (-87.647322, 41.880492), (-87.64735999999999, 41.881778)]"
17031282700,Illinois,Cook County,1,2349,893,0,0.0,0.0,0,1,0,1,1,1,22.2,61771.0,0,1,0,1,0,1,,1573.0,,,698.0,,1573.0,66.97,698.0,29.71,412.0,17.54,86.0,3.67,385.0,16.38,718.0,30.55,103.0,4.38,0.0,0.0,8.0,0.34,360.0,15.31,493.0,20.98,112.0,12.53,85.0,9.57,,,,,,,,,,,,,,,,,,,,,,,,,,,870.0,585.0,107.0,632.0,1057.0,204.0,0.0,10.0,446.0,616.0,109.0,115.0,17031282700,10.9,14.5,22.4,3.5,82.2,78.6,2.2,4.1,3.4,9.7,20.0,16.8,7.9,58.7,25.8,23.9,82.5,13.0,23.1,31.0,26.9,24.5,9.7,39.1,2.3,64.0,61.3,73.2,IL,17031282700.0,0,17031282700,17031282700,"[(-87.69137099999999, 41.876034999999995), (-87.686269, 41.876084), (-87.686256, 41.875778), (-87.686235, 41.873891), (-87.686165, 41.871159999999996), (-87.686038, 41.866613), (-87.690445, 41.866568), (-87.691081, 41.867839), (-87.691193, 41.869295), (-87.69123499999999, 41.871111), (-87.691361, 41.87572), (-87.69137099999999, 41.876034999999995)]"
17031282800,Illinois,Cook County,1,1691,694,0,0.0,0.0,0,1,0,1,1,1,21.1,75385.0,0,1,0,1,0,1,,1369.0,,,546.0,,1369.0,80.94,546.0,32.28,242.0,14.32,94.0,5.55,701.0,41.43,250.0,14.81,146.0,8.63,0.0,0.0,8.0,0.48,264.0,15.6,530.0,31.34,111.0,15.95,60.0,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,638.0,298.0,104.0,858.0,324.0,200.0,0.0,9.0,300.0,599.0,132.0,71.0,17031282800,6.9,13.2,23.9,3.6,80.6,79.8,2.0,3.3,3.2,8.5,16.5,13.4,6.9,60.7,20.7,22.5,81.8,11.4,19.4,27.8,28.3,27.8,8.1,35.4,1.8,61.6,65.9,71.6,IL,17031282800.0,0,17031282800,17031282800,"[(-87.686235, 41.873891), (-87.683781, 41.873926999999995), (-87.68365399999999, 41.869012), (-87.68359, 41.866647), (-87.686038, 41.866613), (-87.686165, 41.871159999999996), (-87.686235, 41.873891)]"
17031283100,Illinois,Cook County,1,2703,1272,0,0.0,0.0,0,0,0,0,0,1,35.7,48717.0,0,0,0,0,0,0,,8.0,,,4.0,,8.0,0.31,4.0,0.16,1.0,0.02,1.0,0.02,3.0,0.1,1.0,0.04,4.0,0.17,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,2.0,0.18,1.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,1756.0,419.0,243.0,973.0,922.0,675.0,2.0,7.0,124.0,176.0,532.0,183.0,17031283100,11.1,15.2,20.1,3.9,73.6,78.0,2.4,4.2,3.8,9.3,14.6,14.0,7.8,63.1,22.8,22.6,82.5,12.4,20.9,25.6,27.5,23.8,8.9,36.8,2.4,68.2,62.8,73.7,IL,17031283100.0,6.25,17031283100,17031283100,"[(-87.666523, 41.871628), (-87.66171399999999, 41.871752), (-87.661641, 41.869339), (-87.661571, 41.866915999999996), (-87.666384, 41.866855), (-87.666454, 41.869263), (-87.666523, 41.871628)]"
17031283200,Illinois,Cook County,1,1664,688,0,0.0,0.0,0,0,0,0,0,1,21.1,104375.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.0,376.0,77.0,744.0,615.0,200.0,0.0,6.0,99.0,130.0,184.0,154.0,17031283200,7.7,13.9,23.9,3.8,82.6,80.9,1.9,3.5,2.9,9.2,12.6,12.9,6.2,63.8,22.3,22.5,83.5,11.3,17.4,26.6,32.4,28.5,7.7,35.8,1.8,64.6,69.9,73.5,IL,17031283200.0,5.555555555555555,17031283200,17031283200,"[(-87.66172399999999, 41.87211), (-87.66102599999999, 41.872169), (-87.656853, 41.872254), (-87.65668099999999, 41.866997), (-87.661571, 41.866915999999996), (-87.661641, 41.869339), (-87.66171399999999, 41.871752), (-87.66172399999999, 41.87211)]"
17031283800,Illinois,Cook County,1,3688,1631,0,193.0,5.23,0,1,0,1,1,1,21.8,106023.0,0,1,0,1,0,1,,2262.0,,,746.0,,2262.0,61.33,746.0,20.23,439.0,11.91,190.0,5.14,802.0,21.73,1098.0,29.77,218.0,5.9,7.0,0.2,3.0,0.08,134.0,3.64,222.0,6.01,176.0,10.79,233.0,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.0,697.0,445.0,1222.0,1854.0,351.0,8.0,5.0,248.0,350.0,313.0,385.0,17031283800,12.2,17.7,21.3,4.9,83.5,81.4,2.7,4.6,4.3,9.7,15.9,15.1,9.1,66.2,29.1,25.7,83.2,11.6,21.3,29.3,26.7,24.3,9.3,37.2,3.0,71.9,64.8,74.9,IL,17031283800.0,6.666666666666667,17031283800,17031283800,"[(-87.65668099999999, 41.866997), (-87.651046, 41.867087), (-87.650937, 41.863499), (-87.65082199999999, 41.859853), (-87.650941, 41.859851), (-87.65343399999999, 41.859812), (-87.65647899999999, 41.859764999999996), (-87.65652899999999, 41.861605999999995), (-87.65657399999999, 41.863237999999996), (-87.65668099999999, 41.866997)]"
17031290900,Illinois,Cook County,1,4530,1460,0,0.0,0.0,0,1,0,1,1,1,44.1,30641.0,0,1,0,1,0,1,,3397.0,,,2357.0,,3397.0,74.99,2357.0,52.04,1125.0,24.84,313.0,6.91,44.0,0.97,3278.0,72.37,0.0,0.0,0.0,0.0,5.0,0.12,70.0,1.54,81.0,1.78,454.0,31.13,587.0,40.22,,,,,,,,,,,,,,,,,,,,,,,,,,,2596.0,1522.0,386.0,85.0,4340.0,0.0,0.0,7.0,98.0,127.0,422.0,615.0,17031290900,28.9,26.7,15.2,5.1,80.4,81.3,4.5,9.7,7.4,14.1,25.3,27.1,17.4,53.3,43.7,30.5,83.1,18.6,37.6,44.5,18.9,17.3,18.3,48.1,6.2,75.7,42.8,80.9,IL,17031290900.0,2.7027027027027026,17031290900,17031290900,"[(-87.739932, 41.86596), (-87.730064, 41.866102), (-87.72516999999999, 41.866172), (-87.725061, 41.862524), (-87.724955, 41.858868), (-87.729841, 41.8588), (-87.73717599999999, 41.858692), (-87.739767, 41.858654), (-87.73983799999999, 41.862075), (-87.739932, 41.86596)]"
17031291200,Illinois,Cook County,1,2240,708,0,0.0,0.0,0,0,0,0,0,1,45.3,19688.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789.0,837.0,113.0,26.0,2190.0,4.0,0.0,1.0,19.0,40.0,448.0,457.0,17031291200,28.5,23.8,15.9,4.3,80.5,80.0,3.9,8.8,6.0,14.5,25.1,27.5,15.2,52.1,39.6,27.5,82.1,19.6,36.5,44.0,19.0,18.6,17.5,48.5,5.2,72.0,42.6,80.1,IL,17031291200.0,3.125,17031291200,17031291200,"[(-87.71542099999999, 41.86629), (-87.712982, 41.866319999999995), (-87.710543, 41.866349), (-87.710433, 41.862454), (-87.71033299999999, 41.859024999999995), (-87.71277099999999, 41.859), (-87.71398599999999, 41.858988), (-87.715206, 41.858973999999996), (-87.715305, 41.862398), (-87.71542099999999, 41.86629)]"
17031291600,Illinois,Cook County,1,1055,325,0,0.0,0.0,0,0,0,0,0,1,19.7,40893.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.0,339.0,53.0,327.0,262.0,21.0,0.0,12.0,433.0,737.0,42.0,41.0,17031291600,14.4,17.3,21.0,3.9,80.2,80.1,2.9,5.6,4.8,9.9,32.4,19.6,11.2,50.9,26.8,26.7,79.7,14.4,31.3,35.7,21.2,20.4,13.1,39.4,2.9,64.5,52.7,71.8,IL,17031291600.0,16,17031291600,17031291600,"[(-87.695692, 41.859221), (-87.688217, 41.859337), (-87.688171, 41.856915), (-87.691086, 41.856259), (-87.69555799999999, 41.855239999999995), (-87.69556899999999, 41.855551999999996), (-87.695692, 41.859221)]"
17031292200,Illinois,Cook County,1,2961,964,0,0.0,0.0,0,0,0,0,0,1,48.2,35875.0,0,0,0,0,0,0,,9.0,,,6.0,,9.0,0.3,6.0,0.19,4.0,0.12,0.0,0.01,0.0,0.0,6.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.08,2.0,0.08,1.0,0.11,1.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.0,959.0,257.0,67.0,2790.0,6.0,0.0,2.0,96.0,87.0,394.0,522.0,17031292200,27.7,26.1,15.5,5.1,81.0,81.5,4.4,9.2,7.2,13.8,24.3,26.1,16.8,54.4,42.7,29.9,82.5,17.9,36.2,43.6,19.5,17.6,17.5,47.5,6.0,75.3,44.2,80.8,IL,17031292200.0,0,17031292200,17031292200,"[(-87.720066, 41.858920999999995), (-87.718882, 41.858931), (-87.71766199999999, 41.858945999999996), (-87.715206, 41.858973999999996), (-87.71398599999999, 41.858988), (-87.71277099999999, 41.859), (-87.71033299999999, 41.859024999999995), (-87.710256, 41.856271), (-87.713813, 41.85501), (-87.718723, 41.853286), (-87.719889, 41.852874), (-87.719912, 41.853956), (-87.720066, 41.858920999999995)]"
17031292400,Illinois,Cook County,1,2268,732,0,3.0,0.13,0,0,0,0,0,1,38.4,42969.0,0,0,0,0,0,0,,73.0,,,41.0,,73.0,3.22,41.0,1.81,29.0,1.26,6.0,0.26,3.0,0.13,66.0,2.92,1.0,0.02,0.0,0.0,0.0,0.0,3.0,0.15,4.0,0.18,9.0,1.23,8.0,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,1287.0,749.0,192.0,40.0,2186.0,3.0,0.0,1.0,38.0,51.0,260.0,215.0,17031292400,27.7,26.0,15.8,5.0,81.8,81.0,4.3,9.3,7.0,14.1,26.0,27.0,16.7,54.2,43.8,30.5,81.8,18.2,37.0,43.9,19.6,18.5,17.6,48.1,5.9,75.1,43.7,80.5,IL,17031292400.0,3.125,17031292400,17031292400,"[(-87.724955, 41.858868), (-87.722489, 41.858894), (-87.720066, 41.858920999999995), (-87.719912, 41.853956), (-87.719889, 41.852874), (-87.719872, 41.851607), (-87.72228, 41.851545), (-87.72354399999999, 41.851484), (-87.724761, 41.851651), (-87.72484999999999, 41.855014), (-87.724955, 41.858868)]"
17031292500,Illinois,Cook County,1,4140,1392,0,0.0,0.0,0,1,0,1,1,1,27.7,42224.0,0,1,0,1,0,1,,631.0,,,349.0,,631.0,15.23,349.0,8.43,169.0,4.09,91.0,2.21,10.0,0.25,603.0,14.57,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.41,18.0,0.43,109.0,7.8,105.0,7.52,,,,,,,,,,,,,,,,,,,,,,,,,,,2081.0,1251.0,503.0,37.0,3984.0,3.0,4.0,8.0,104.0,100.0,574.0,639.0,17031292500,24.1,27.2,15.2,5.9,81.3,83.0,4.5,8.8,7.5,13.4,22.3,22.6,17.1,57.0,44.3,31.4,82.1,16.2,34.0,41.6,21.2,19.7,16.5,45.7,6.1,77.5,48.9,82.1,IL,17031292500.0,2.5641025641025643,17031292500,17031292500,"[(-87.739767, 41.858654), (-87.73717599999999, 41.858692), (-87.729841, 41.8588), (-87.724955, 41.858868), (-87.72484999999999, 41.855014), (-87.724761, 41.851651), (-87.72961699999999, 41.851589), (-87.734505, 41.851517), (-87.739423, 41.851351), (-87.739767, 41.858654)]"
17031300500,Illinois,Cook County,1,3257,860,0,0.0,0.0,0,0,0,0,0,1,20.7,37689.0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1885.0,1004.0,159.0,1203.0,358.0,10.0,0.0,35.0,1651.0,2815.0,207.0,197.0,17031300500,20.4,16.8,21.4,3.4,75.3,73.5,3.2,6.4,5.5,10.0,44.0,22.8,12.3,44.3,27.3,27.8,76.9,16.9,37.5,37.3,19.2,19.0,15.8,39.5,3.1,62.0,43.0,68.1,IL,17031300500.0,18.51851851851852,17031300500,17031300500,"[(-87.724685, 41.848774), (-87.72226099999999, 41.849309), (-87.72228, 41.851545), (-87.719872, 41.851607), (-87.719825, 41.849832), (-87.719776, 41.847984), (-87.71972799999999, 41.846165), (-87.719674, 41.844317), (-87.72089199999999, 41.844299), (-87.724553, 41.844255), (-87.724615, 41.846084999999995), (-87.72465199999999, 41.84791), (-87.724685, 41.848774)]"
17031300600,Illinois,Cook County,1,3212,831,0,99.0,3.08,0,0,0,0,0,1,24.7,50170.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466.0,1042.0,233.0,1215.0,612.0,14.0,0.0,49.0,1322.0,2485.0,167.0,211.0,17031300600,17.4,18.8,20.5,4.3,79.6,77.7,3.4,6.2,5.8,9.8,36.4,19.4,12.9,50.6,30.8,29.8,78.4,14.8,33.9,36.4,21.3,20.9,14.5,38.8,3.4,68.5,50.5,71.8,IL,17031300600.0,21.73913043478261,17031300600,17031300600,"[(-87.719872, 41.851607), (-87.71499899999999, 41.851662999999995), (-87.714978, 41.850912), (-87.714894, 41.848033), (-87.71484099999999, 41.846221), (-87.714787, 41.844384999999996), (-87.719674, 41.844317), (-87.71972799999999, 41.846165), (-87.719776, 41.847984), (-87.719825, 41.849832), (-87.719872, 41.851607)]"
