locationname,All teeth lost among adults aged >=65 years,Arthritis among adults aged >=18 years,Binge drinking among adults aged >=18 years,Cancer (excluding skin cancer) among adults aged >=18 years,Cervical cancer screening among adult women aged 21-65 years,Cholesterol screening among adults aged >=18 years,Chronic kidney disease among adults aged >=18 years,Chronic obstructive pulmonary disease among adults aged >=18 years,Coronary heart disease among adults aged >=18 years,Current asthma among adults aged >=18 years,Current lack of health insurance among adults aged 18-64 years,Current smoking among adults aged >=18 years,Diagnosed diabetes among adults aged >=18 years,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",High blood pressure among adults aged >=18 years,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Mammography use among women aged 50-74 years,Mental health not good for >=14 days among adults aged >=18 years,No leisure-time physical activity among adults aged >=18 years,Obesity among adults aged >=18 years,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening","Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Physical health not good for >=14 days among adults aged >=18 years,Sleeping less than 7 hours among adults aged >=18 years,Stroke among adults aged >=18 years,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Visits to dentist or dental clinic among adults aged >=18 years,Visits to doctor for routine checkup within the past year among adults aged >=18 years
17031410700,9.0,14.8,24.4,4.0,78.8,78.4,2.1,4.0,3.7,9.2,12.8,13.4,6.9,64.5,21.7,22.8,82.0,12.1,17.8,25.8,29.3,27.7,8.2,34.7,2.1,66.5,67.6,72.2
17031410800,7.5,17.5,21.4,5.2,81.2,83.2,2.5,3.9,4.1,8.9,11.8,11.4,8.5,68.1,27.3,26.1,83.2,10.0,17.8,26.3,31.9,28.5,8.0,34.8,2.6,73.7,70.5,75.8
17031410900,6.5,20.7,20.0,6.4,84.0,86.0,2.8,4.6,5.0,9.2,10.6,11.0,9.3,69.1,30.8,29.5,81.9,9.8,17.8,28.3,33.1,30.7,8.8,34.1,2.9,75.8,72.1,78.0
17031411000,7.1,21.6,19.9,7.4,83.3,85.1,3.0,4.6,5.5,8.9,10.6,9.6,8.8,70.3,29.7,28.7,81.0,9.6,17.8,24.2,34.6,27.7,8.5,32.1,3.1,78.0,74.2,78.4
17031411100,5.1,17.7,23.3,6.1,81.2,84.4,2.1,3.9,4.2,8.0,9.4,9.7,6.5,70.6,22.7,26.9,80.2,9.3,14.9,21.3,36.9,32.2,7.1,30.6,2.1,72.3,77.2,74.8
17031411200,5.1,18.3,21.9,6.3,82.1,84.2,2.3,4.0,4.4,8.2,9.1,9.5,6.9,69.1,25.1,28.6,80.4,9.0,14.9,22.0,37.2,32.6,7.3,30.2,2.2,73.5,76.7,75.3
17031420100,23.8,32.5,13.0,7.0,83.0,86.0,5.5,10.5,8.7,13.9,21.0,23.2,20.2,59.5,48.7,34.2,82.5,16.3,36.7,44.6,21.0,19.1,18.7,46.1,7.3,81.2,47.6,83.8
17031420200,20.2,24.0,17.1,5.0,80.9,82.2,3.9,7.7,6.6,12.2,18.7,21.6,14.8,55.7,39.5,30.2,83.7,15.3,29.7,39.7,23.0,19.6,15.0,43.5,4.9,75.8,52.2,78.8
17031420300,15.0,12.0,24.1,2.5,80.7,71.8,1.9,4.0,2.6,11.0,16.2,16.4,6.4,59.8,20.9,18.5,83.8,16.3,20.9,28.0,22.6,23.2,9.1,39.6,2.0,60.2,60.8,72.9
17031420400,23.3,25.0,16.3,5.5,77.7,80.5,4.5,8.3,7.4,12.3,20.8,22.0,15.5,59.3,37.6,29.6,82.7,16.0,32.0,37.9,20.9,19.4,15.5,42.4,5.6,76.8,49.2,78.1
17031420500,16.9,25.4,16.1,6.0,85.0,84.4,3.9,7.0,6.0,12.5,18.3,18.9,14.6,62.8,43.5,30.9,83.2,14.2,29.3,38.9,23.9,21.7,13.6,44.5,5.0,77.9,56.7,82.6
17031420600,27.1,28.6,14.4,5.4,81.1,82.4,4.9,9.9,7.9,13.9,22.6,26.2,19.1,54.6,46.3,32.1,83.5,18.3,37.2,46.4,18.8,17.7,18.9,48.5,6.6,77.6,43.1,82.1
17031420700,31.3,30.1,13.8,5.6,79.2,82.0,5.3,11.2,8.9,14.6,25.2,28.3,20.5,52.2,48.4,33.3,82.5,19.4,40.1,47.1,18.3,16.7,20.8,49.0,7.4,78.4,40.3,82.2
17031420800,20.3,23.5,16.5,4.8,83.7,83.0,3.8,7.2,5.6,13.2,19.6,22.1,14.1,58.1,39.5,27.8,83.9,16.3,30.6,41.9,22.1,19.8,14.8,46.5,4.8,73.7,51.1,81.1
17031421200,24.3,32.6,13.0,7.2,81.7,85.8,5.7,10.6,9.8,13.4,21.8,22.8,21.3,59.3,50.0,35.0,82.5,15.7,37.0,43.9,20.0,19.1,18.5,45.7,7.7,81.5,46.9,84.1
17031430101,19.9,24.6,16.3,5.0,83.5,83.7,3.8,7.5,5.8,13.2,19.6,22.2,14.9,58.7,41.1,28.9,83.6,15.9,31.3,42.3,21.8,20.1,14.9,46.7,5.0,75.0,51.4,81.7
17031430102,18.7,28.0,14.9,6.4,83.6,86.1,4.6,8.1,7.4,12.5,18.5,20.2,17.2,61.9,45.7,32.5,83.9,14.3,31.0,41.7,23.0,21.1,15.4,44.7,5.9,79.3,53.5,83.0
17031430200,20.2,28.0,14.6,6.1,83.3,85.3,4.5,8.6,7.2,13.2,19.8,21.7,17.2,59.8,45.0,32.0,83.3,15.6,32.8,42.6,22.3,20.7,16.2,45.7,5.9,78.9,51.4,82.8
17031430300,29.6,27.0,14.3,4.8,79.3,79.8,4.8,9.9,7.6,14.5,23.9,27.8,18.0,51.5,44.5,30.5,83.6,19.4,38.0,46.9,18.3,17.0,19.3,48.7,6.3,75.3,40.7,81.1
17031430400,21.9,28.7,14.8,6.2,83.2,84.0,4.8,8.9,8.0,13.0,19.8,21.9,18.3,57.6,48.8,33.9,83.0,15.6,33.4,43.2,21.6,19.5,16.8,46.3,6.4,79.8,49.8,83.0
17031430500,31.2,31.0,13.7,5.7,78.7,82.6,5.5,11.7,9.0,14.8,25.3,29.1,21.2,52.0,47.6,33.0,82.4,19.7,40.6,48.2,17.9,17.2,21.3,49.4,7.6,78.4,39.3,82.2
17031430600,16.8,28.1,14.9,6.4,84.5,86.9,4.4,7.7,7.1,12.3,16.8,18.7,17.1,62.0,46.2,33.0,84.3,13.7,29.8,41.3,23.8,22.4,14.7,44.4,5.6,80.2,56.0,83.6
17031430700,24.0,30.5,14.2,6.7,81.8,84.8,5.3,9.8,8.9,13.0,21.4,22.8,19.2,57.0,47.5,33.6,82.4,15.8,35.7,43.3,20.5,17.9,17.8,45.5,7.1,80.0,47.6,82.6
17031430800,13.9,26.7,15.2,6.5,86.3,88.9,4.1,6.6,6.6,11.4,15.2,16.2,15.8,64.2,43.7,31.5,85.1,11.7,27.1,39.0,24.9,23.3,12.7,42.5,5.2,80.1,60.3,84.0
17031430900,15.5,26.3,15.8,6.3,85.6,86.4,4.0,6.9,6.3,12.3,16.6,17.7,15.4,63.0,44.6,31.5,83.9,13.5,28.2,39.8,25.2,22.6,13.7,44.2,5.1,78.9,58.4,83.3
17031431200,14.5,27.1,15.3,6.8,86.4,88.0,4.1,7.0,6.6,11.9,16.4,16.6,15.6,65.3,44.4,32.2,83.6,12.4,27.7,38.3,25.5,23.8,13.3,42.4,5.2,80.1,60.5,83.8
17031431301,23.9,26.3,15.3,5.1,80.7,82.7,4.3,8.8,6.9,13.6,22.0,24.8,17.0,55.5,43.3,30.5,82.5,17.2,34.4,44.3,19.9,19.9,16.8,47.5,5.7,76.4,46.5,81.7
17031431302,21.1,25.4,15.9,5.0,82.6,82.5,4.0,8.1,6.3,13.5,21.0,23.7,15.8,57.8,43.3,30.3,83.3,16.9,33.0,43.6,21.1,20.2,16.0,47.4,5.3,75.8,48.9,81.7
17031431400,22.4,29.8,14.5,6.2,82.0,85.0,5.0,9.5,8.4,13.0,20.2,23.2,19.2,57.6,47.9,33.8,83.1,15.7,34.6,44.3,21.2,19.4,17.6,46.4,6.6,79.6,48.0,82.8
17031440101,31.4,29.5,14.3,5.2,78.4,81.0,5.1,11.3,8.3,14.9,25.9,29.9,20.1,51.1,47.1,32.5,82.0,20.2,40.5,48.0,18.0,17.2,21.2,49.9,7.1,77.0,38.7,81.5
17031440102,21.2,27.4,15.3,5.7,82.9,85.0,4.3,8.4,6.9,13.1,20.2,22.6,17.1,58.1,44.5,31.2,83.4,15.7,33.2,43.2,21.3,20.2,16.1,46.8,5.7,77.9,50.1,82.6
17031440201,22.5,30.2,14.0,6.5,83.2,86.3,4.9,9.4,8.0,13.3,20.7,22.5,18.9,57.4,47.9,33.3,83.5,15.4,34.8,43.4,21.3,19.0,17.3,46.1,6.6,80.3,49.6,83.5
17031440202,17.4,34.0,12.3,8.7,84.9,89.9,5.6,9.1,9.2,12.2,16.6,16.5,20.2,63.7,51.2,36.0,82.9,12.4,32.2,39.9,24.0,21.0,16.2,42.2,7.3,84.5,57.0,86.2
17031440300,15.4,29.5,14.2,7.6,86.0,89.6,4.6,7.4,7.5,11.5,16.0,16.1,17.1,64.8,47.1,33.4,83.6,11.7,29.3,38.4,25.1,22.0,13.7,42.2,5.9,82.1,60.1,85.0
17031440600,11.0,25.8,15.9,7.1,88.2,89.5,3.7,5.6,5.8,10.9,13.5,13.6,13.9,67.7,44.1,31.5,84.1,10.6,24.5,35.6,27.9,24.8,11.2,41.2,4.6,80.7,66.7,84.6
17031440700,16.4,28.9,14.5,7.3,85.6,88.5,4.5,7.6,7.5,11.7,16.7,17.0,17.1,64.3,46.6,33.1,83.4,12.4,29.7,38.9,24.9,22.7,13.9,42.9,5.9,81.5,58.5,84.6
17031440800,26.4,30.3,13.6,6.1,80.9,84.3,5.1,10.3,8.4,14.1,22.4,24.9,19.9,55.2,48.0,33.5,82.9,17.5,37.3,45.1,20.0,18.7,19.1,47.3,7.0,79.8,45.4,83.1
17031440900,22.9,30.3,13.8,6.7,83.4,86.1,5.0,9.5,8.3,13.2,20.7,21.9,18.9,58.3,48.1,33.8,82.8,14.9,34.8,42.5,21.5,19.7,17.0,45.1,6.8,80.8,50.3,83.6
17031450300,17.5,29.8,14.6,7.1,85.2,88.0,4.6,8.3,7.5,12.4,18.2,19.0,17.8,63.6,47.5,33.7,82.8,13.1,31.1,40.6,23.8,22.1,14.8,43.9,6.1,81.1,55.9,84.1
17031460100,23.2,26.8,15.7,5.4,79.6,82.6,4.5,9.3,7.8,12.7,25.8,24.6,17.7,53.5,42.3,32.2,81.7,16.7,36.5,43.2,20.7,19.3,17.7,45.3,5.8,76.4,45.6,79.7
17031460200,21.5,24.0,16.7,4.6,77.2,77.9,4.3,8.9,7.6,12.1,33.9,24.9,16.8,46.3,37.7,32.5,79.5,18.0,39.4,42.7,19.3,18.7,18.7,43.2,4.8,72.2,42.5,75.7
17031460301,23.9,24.8,16.8,5.0,79.3,80.6,4.2,8.9,7.2,12.6,29.6,24.9,16.5,52.1,39.1,30.8,81.4,17.4,37.3,42.3,19.6,18.8,17.7,45.1,5.3,73.4,44.7,78.0
17031460302,28.4,28.2,15.1,5.4,79.6,81.9,4.8,10.3,8.2,13.8,26.1,27.3,18.9,53.6,45.3,32.2,82.0,18.1,38.7,45.5,19.1,18.4,19.0,47.8,6.5,77.0,42.2,81.0
17031460400,18.3,27.8,15.2,6.3,84.2,86.8,4.3,8.0,7.1,12.4,19.5,20.4,16.9,62.6,44.8,32.1,82.5,14.1,31.7,41.1,23.1,22.2,14.9,45.0,5.6,79.4,54.1,83.2
17031460500,12.8,27.8,15.2,7.3,86.5,88.8,4.1,6.7,6.5,11.4,15.3,15.5,15.7,67.4,46.5,33.2,83.1,11.5,27.0,37.7,26.5,24.8,12.5,42.3,5.1,81.3,62.5,84.5
17031460600,21.0,24.7,16.5,5.0,80.5,81.9,4.1,8.3,6.7,12.6,26.8,23.5,16.1,54.2,39.3,30.1,81.1,17.0,35.8,42.1,19.9,19.8,16.8,45.3,5.1,74.5,46.6,79.2
17031460700,23.8,21.5,17.4,4.0,76.4,76.6,3.9,8.4,6.5,12.7,36.0,26.2,14.9,45.1,34.3,28.9,79.8,19.2,39.7,42.0,18.2,17.9,17.9,44.1,4.4,68.3,40.3,74.6
17031461000,24.7,37.0,12.0,9.1,78.0,86.1,7.0,12.6,13.5,11.5,30.6,20.2,25.5,57.5,53.8,42.1,78.3,13.8,42.1,41.1,20.0,18.8,20.6,40.5,9.0,85.1,45.8,83.1
17031470100,20.0,29.5,14.6,6.9,84.0,86.5,4.6,8.8,7.7,12.6,20.5,21.0,17.9,61.7,46.6,33.0,81.5,14.3,33.3,41.0,22.4,21.2,15.9,44.9,6.3,80.2,52.3,83.5
17031480100,12.3,30.9,13.7,8.6,87.4,91.0,4.6,7.1,7.6,11.1,14.7,14.0,17.4,69.9,49.2,35.2,82.8,10.4,27.4,37.1,27.6,25.7,12.8,40.8,5.8,83.9,64.2,86.2
17031480200,14.1,29.3,14.2,7.9,87.1,89.6,4.4,7.1,7.1,11.7,15.4,15.2,16.3,67.0,46.4,33.1,82.5,11.5,27.7,37.5,26.7,23.9,12.8,41.8,5.7,82.1,62.3,85.2
17031480300,16.8,30.3,13.7,7.6,85.4,88.6,4.9,8.0,8.0,12.0,16.8,17.3,18.2,63.8,48.0,34.0,82.9,12.7,30.4,40.4,24.4,22.6,14.7,43.0,6.3,82.1,57.3,84.9
17031480400,15.6,31.7,13.5,8.1,85.9,89.7,5.0,8.3,8.4,11.7,17.1,16.9,19.1,65.9,50.4,35.8,82.2,11.9,30.6,39.7,24.8,23.6,14.8,42.3,6.5,83.5,58.3,85.4
17031480500,18.2,28.3,15.2,6.5,83.3,86.2,4.4,8.4,7.5,11.9,21.7,20.0,17.6,61.4,45.0,33.6,82.8,13.6,32.7,40.6,23.0,21.5,15.2,43.4,5.7,79.7,53.4,82.2
17031490300,14.5,30.3,13.8,8.0,86.7,89.2,4.7,7.4,7.7,11.4,14.7,15.2,17.4,65.4,49.7,34.9,83.9,11.4,28.1,38.3,26.4,22.4,13.6,41.7,6.1,83.0,61.2,85.5
17031490400,12.8,27.1,14.9,7.4,87.1,89.3,4.0,6.2,6.4,11.2,14.5,14.3,14.8,67.0,44.3,31.5,83.9,11.1,26.5,35.9,26.8,23.3,11.8,41.4,5.1,81.1,64.3,85.0
17031490500,13.2,24.1,16.5,6.4,85.1,86.0,3.8,5.8,5.9,11.5,14.7,14.1,13.5,66.4,39.6,28.9,84.1,12.4,25.3,34.9,26.0,23.2,11.5,41.4,4.6,78.5,63.1,83.4
17031490600,18.7,30.8,14.0,7.6,85.1,87.5,5.0,8.7,8.5,12.3,18.8,18.8,18.7,63.0,49.3,34.6,82.8,13.3,32.2,40.4,23.9,21.5,15.6,44.0,6.7,81.9,54.7,84.4
17031490700,18.9,28.9,15.2,6.8,84.5,85.9,4.6,8.4,7.5,12.5,19.6,20.2,17.6,62.9,47.2,33.2,81.5,13.9,31.7,40.9,23.6,22.3,15.0,44.7,6.1,80.0,53.6,83.5
17031490800,17.1,29.7,14.5,7.1,84.9,87.6,4.7,8.2,7.6,12.5,18.0,18.6,17.8,63.6,47.6,33.7,82.6,13.5,31.2,40.7,24.0,22.5,15.0,44.2,6.1,81.3,55.9,84.3
17031490901,21.4,28.8,14.9,6.2,83.0,86.3,4.6,9.1,7.6,13.2,20.8,22.7,18.2,59.3,44.3,31.6,82.7,15.6,34.2,42.9,21.9,20.7,16.7,46.2,6.2,78.6,49.9,82.9
17031490902,15.4,28.5,14.7,7.1,85.7,88.3,4.4,7.5,7.2,11.9,16.8,17.2,16.9,64.8,46.6,33.0,82.8,12.3,29.1,39.1,25.2,23.3,13.8,43.0,5.7,81.0,59.0,84.5
17031491000,32.0,30.9,13.8,5.8,78.5,82.0,5.5,11.9,9.3,14.8,26.1,28.8,21.3,52.6,47.9,33.5,81.1,19.5,40.8,47.0,18.1,17.7,21.2,48.7,7.7,78.4,39.1,82.1
17031491100,15.6,30.7,13.8,8.1,86.0,89.2,4.8,8.0,8.2,11.6,17.2,16.3,18.1,66.2,49.3,35.0,82.3,11.8,30.0,38.3,25.4,23.0,14.3,42.0,6.3,83.1,59.3,85.3
17031491200,18.7,29.2,14.6,6.7,83.9,86.5,4.7,8.5,7.8,12.5,18.8,19.7,18.3,61.8,46.9,33.3,82.6,14.1,31.8,41.8,23.1,22.1,15.5,44.6,6.2,80.4,53.2,83.8
17031491300,30.0,29.1,14.4,5.5,78.9,82.0,5.1,10.9,8.6,14.5,25.9,27.7,19.7,52.8,47.1,32.9,81.9,18.8,38.9,45.5,19.2,17.7,19.8,48.1,7.0,77.9,41.3,81.7
17031491400,22.2,26.6,15.7,5.5,82.5,84.5,4.2,8.6,6.8,13.5,21.5,23.9,16.8,57.7,43.1,30.5,82.7,16.7,33.7,43.0,21.5,20.6,16.6,47.2,5.7,76.6,48.9,81.9
17031500100,14.3,28.0,15.2,7.1,86.5,88.3,4.2,7.1,6.6,11.8,16.6,16.6,15.9,67.1,45.0,32.2,82.5,12.3,28.4,38.5,25.7,24.2,13.1,43.1,5.3,80.5,60.4,84.3
17031500200,23.9,26.3,15.1,5.1,81.8,83.5,4.3,8.9,6.8,13.9,22.0,24.9,16.7,56.7,41.2,29.2,82.7,17.7,34.6,44.4,20.9,20.3,17.0,47.6,5.7,75.3,46.2,81.6
17031500300,13.6,24.0,18.9,5.9,82.9,84.5,3.5,7.5,6.6,10.6,20.3,19.0,12.6,57.9,34.1,31.6,80.7,13.7,27.9,36.2,26.1,23.9,14.0,38.8,3.9,73.4,58.1,76.9
17031510100,19.3,23.0,18.8,5.6,77.7,80.4,4.0,8.0,7.9,9.7,38.1,19.9,14.7,48.5,31.5,32.2,76.4,14.9,37.1,36.2,21.9,19.7,16.4,37.5,4.2,71.3,48.8,72.6
17031510200,19.2,28.0,15.4,6.5,83.1,85.8,4.5,8.5,7.8,11.9,22.3,19.8,17.3,59.6,43.2,33.2,82.5,13.9,32.4,40.1,23.5,21.6,15.6,42.5,5.7,79.1,53.5,81.4
17031510300,22.4,31.6,13.7,6.7,82.6,85.9,5.2,10.0,8.5,13.4,20.8,22.9,20.2,59.0,49.1,34.5,82.7,15.9,35.9,44.5,20.7,20.0,18.2,46.4,6.9,81.0,48.4,83.8
17031520100,18.0,19.0,20.9,4.5,77.8,76.8,3.2,6.7,5.9,9.5,39.0,19.7,12.1,49.3,29.0,30.3,75.9,14.8,34.9,35.0,21.7,21.2,14.5,37.2,3.2,67.1,50.0,70.4
17031520200,19.3,20.2,20.1,4.4,77.1,77.2,3.5,7.3,6.5,10.0,39.0,21.2,13.6,46.6,30.4,30.8,77.0,15.8,36.9,37.6,20.9,19.5,16.1,39.1,3.6,67.7,47.1,71.2
17031520300,17.1,19.7,20.9,4.8,79.3,78.4,3.3,6.7,6.1,9.3,37.4,18.9,12.1,50.0,29.1,30.7,76.3,14.6,34.1,34.9,23.5,21.5,14.5,37.2,3.2,68.0,51.7,70.7
17031520400,15.1,20.9,20.6,5.7,81.2,81.7,3.2,6.5,6.3,8.8,32.8,16.6,11.7,53.6,29.5,31.4,76.8,12.8,31.6,32.9,25.9,22.6,13.4,35.5,3.3,70.5,57.3,72.5
17031520500,14.1,23.1,20.4,6.5,81.5,83.0,3.3,7.3,6.8,9.1,27.7,17.0,11.5,56.5,30.8,32.8,76.3,12.7,29.5,31.9,28.1,24.5,13.4,34.8,3.5,72.8,59.9,73.7
17031520600,17.2,24.1,18.9,6.2,78.7,81.2,3.8,8.1,7.7,9.3,33.4,18.4,13.8,52.3,33.0,34.1,75.6,13.5,34.0,34.9,24.6,22.5,15.3,36.0,4.0,73.5,53.8,73.7
17031530100,22.4,23.3,17.8,5.0,79.1,79.8,4.1,8.1,7.1,11.6,33.4,22.1,15.8,52.7,37.1,31.5,80.6,16.0,36.5,39.3,20.1,19.1,16.4,42.1,4.8,73.5,47.1,76.0
17031530200,24.6,27.5,15.2,5.7,81.7,82.4,4.5,9.3,7.5,13.6,23.6,24.6,17.7,57.5,46.8,32.8,81.4,16.9,35.5,43.3,20.4,19.9,17.2,47.0,6.1,78.0,46.8,81.9
17031530300,17.9,29.1,14.7,7.1,84.9,87.3,4.6,8.0,7.6,12.3,18.4,18.6,17.5,62.8,47.2,33.3,81.7,13.3,31.1,40.0,24.3,22.7,14.6,43.9,6.0,81.0,55.9,84.1
17031530400,15.7,25.6,16.1,5.7,84.8,86.7,3.8,7.2,6.1,12.3,18.2,19.4,15.4,63.9,41.1,30.2,83.9,13.6,29.3,40.2,22.8,23.2,13.5,44.3,4.9,77.4,56.2,82.5
17031530501,17.0,25.5,16.2,5.7,84.3,84.8,3.9,7.3,6.2,12.2,18.8,19.7,15.5,63.2,44.2,31.6,83.5,13.9,29.9,40.1,23.0,22.5,13.8,44.9,5.0,78.0,55.4,82.6
17031530502,18.6,29.1,15.0,6.3,83.9,86.4,4.6,8.7,7.6,12.8,19.1,21.2,18.3,62.9,46.1,32.8,83.5,14.8,32.1,43.0,22.2,21.5,15.9,46.2,6.1,79.5,52.1,83.4
17031530503,19.4,28.4,14.8,6.1,83.5,85.6,4.5,8.6,7.4,12.8,19.9,21.4,17.9,61.7,46.5,33.1,83.5,14.9,32.4,42.4,21.9,21.6,15.9,45.5,5.9,79.5,52.0,83.2
17031530600,22.9,28.7,14.6,5.7,81.7,83.6,4.7,9.3,7.7,13.4,21.3,24.2,18.6,57.4,47.1,32.8,84.1,16.7,35.3,45.1,19.9,19.3,17.4,47.6,6.3,78.6,46.9,82.6
17031540101,34.8,25.4,14.6,4.0,78.7,76.4,4.4,10.4,6.4,16.0,28.6,33.3,16.5,47.6,42.1,28.2,82.7,23.0,41.5,48.9,16.1,16.0,20.7,51.4,5.8,71.0,34.8,79.6
17031540102,37.7,30.5,12.9,5.2,76.1,78.2,5.7,12.7,9.0,16.3,28.0,32.1,21.0,49.2,47.7,32.5,82.7,22.9,44.0,49.6,17.0,15.4,23.3,50.7,7.8,76.7,34.1,81.8
17031550100,16.0,25.3,20.0,6.7,80.3,82.8,3.5,8.5,7.6,9.6,25.7,19.4,12.3,55.6,31.8,33.2,76.0,13.8,30.6,33.6,26.4,23.1,14.8,36.0,3.9,73.3,57.2,74.1
17031550200,12.5,25.8,19.9,7.5,82.2,84.8,3.4,7.8,7.5,9.0,22.3,16.5,11.7,60.5,33.0,34.3,76.4,12.0,27.3,31.4,29.7,25.3,13.2,34.2,3.7,75.6,63.0,75.6
17031560100,17.4,24.2,18.2,6.7,80.1,83.4,3.9,7.2,7.8,9.0,31.0,15.7,14.1,56.1,35.4,33.4,77.1,11.7,32.3,31.7,24.8,21.7,13.6,36.0,4.6,77.0,57.4,75.8
17031560200,19.2,28.2,15.3,6.9,83.4,86.1,4.5,8.3,7.6,12.0,22.8,19.1,17.5,63.6,45.4,33.3,80.8,13.3,32.4,39.1,23.2,22.1,14.6,42.7,5.9,80.6,54.1,82.5
17031560300,15.4,22.3,20.8,6.0,80.2,81.7,3.3,7.2,6.8,9.1,28.1,17.7,11.5,55.9,30.1,31.6,76.4,12.9,29.7,32.4,26.8,23.6,13.3,35.5,3.5,71.7,57.8,73.1
17031560400,16.3,21.9,20.8,5.7,78.8,79.9,3.3,7.4,6.7,9.2,31.9,18.9,11.8,53.6,30.5,32.3,76.5,13.7,32.1,32.6,25.0,22.6,14.1,36.0,3.5,70.8,55.0,71.9
17031560700,14.0,22.2,22.2,6.1,80.4,81.3,3.0,7.2,6.3,9.3,24.9,18.4,10.2,57.2,28.7,31.1,76.0,13.4,28.0,31.1,27.5,23.7,12.9,35.2,3.2,70.7,60.2,72.5
17031560800,11.5,23.3,22.4,7.0,82.9,83.9,2.9,7.0,6.2,9.1,19.6,17.0,9.2,62.0,28.5,31.4,75.5,12.2,24.8,29.0,31.5,26.6,11.8,33.8,3.1,72.1,65.8,73.7
17031560900,8.8,23.4,22.9,7.7,84.9,85.7,2.7,6.3,5.8,8.7,15.6,14.5,8.3,65.9,29.5,32.3,76.8,10.9,21.4,26.7,34.4,28.5,10.5,32.4,2.9,73.5,71.7,75.0
17031561000,8.7,23.6,22.5,7.9,85.3,86.8,2.7,6.3,5.9,8.6,15.0,14.1,8.4,66.1,28.8,31.9,76.7,10.5,21.1,26.5,34.4,28.7,10.2,31.7,2.9,74.0,72.3,75.5
17031561100,11.5,24.0,21.7,7.4,83.0,84.6,3.0,7.1,6.6,8.9,19.8,16.0,9.6,61.7,29.7,32.3,76.4,11.9,24.9,28.5,31.4,26.4,12.0,33.1,3.3,73.5,66.3,74.5
17031570100,14.7,18.3,22.7,4.9,80.5,79.7,2.7,5.9,5.2,8.9,31.5,17.3,9.5,55.0,25.9,28.6,77.0,13.2,29.1,31.1,26.7,23.3,12.1,35.7,2.7,66.5,58.5,70.6
17031570200,17.1,21.5,20.2,5.8,79.2,81.0,3.4,7.2,6.8,9.0,33.6,17.7,11.8,54.3,29.3,31.2,75.3,13.3,31.8,32.7,25.4,22.4,14.0,35.7,3.5,70.3,55.4,72.1
17031570300,16.6,18.7,22.2,4.8,79.7,78.6,2.9,6.3,5.6,9.0,34.2,18.3,10.3,52.3,26.5,28.7,76.2,14.0,31.5,33.2,25.6,22.0,13.2,36.5,2.9,66.3,54.7,70.3
17031570400,12.8,17.2,23.2,4.7,81.8,80.0,2.5,5.3,4.7,8.6,31.0,16.4,9.0,54.9,25.3,28.0,77.2,12.5,28.3,30.4,27.3,22.9,11.2,35.2,2.5,66.0,59.9,70.6
17031570500,13.8,18.9,22.6,5.1,81.0,79.6,2.7,6.0,5.3,8.8,30.3,17.0,9.7,57.5,27.3,29.5,76.6,12.9,28.3,31.8,28.0,25.2,12.0,35.6,2.8,67.7,59.3,71.2
17031580100,17.6,19.2,19.2,4.2,74.5,76.9,3.3,6.7,6.3,9.0,36.4,20.9,13.4,46.5,29.4,31.1,75.3,14.7,36.2,34.5,22.5,21.4,15.1,38.9,3.3,68.4,47.5,70.9
17031580200,18.5,18.2,20.3,3.9,75.9,76.9,3.1,6.6,5.7,9.5,39.7,21.4,12.5,45.5,27.0,29.4,76.6,15.5,36.5,35.0,20.9,20.7,15.2,38.9,3.1,65.0,47.3,69.5
17031580300,16.1,17.4,20.7,3.9,77.0,77.3,3.1,5.9,5.5,9.1,40.7,19.7,12.3,46.0,26.5,29.1,77.2,14.6,35.9,33.7,20.4,19.9,14.4,38.0,2.9,64.7,48.8,69.3
17031580400,15.8,17.5,21.0,4.2,77.9,78.4,2.9,5.7,5.3,8.7,35.5,18.2,11.2,49.9,27.1,29.4,77.0,13.5,32.5,33.1,23.9,22.3,13.1,37.4,2.8,66.3,53.3,70.3
17031580501,20.4,18.3,20.9,4.0,76.2,75.6,3.2,6.7,5.8,9.4,40.3,20.8,12.2,45.6,27.7,29.5,76.3,15.5,36.1,35.8,21.9,20.2,15.2,38.2,3.1,65.2,47.5,69.4
17031580502,18.2,17.2,21.5,3.9,77.2,76.5,2.9,6.0,5.4,9.1,39.1,19.6,11.3,47.6,26.8,28.7,77.1,14.7,34.4,34.6,22.9,19.9,14.0,38.1,2.9,64.7,49.9,69.3
17031580600,15.6,16.5,21.9,4.0,78.6,77.0,2.8,5.5,4.9,8.9,37.1,18.3,10.5,49.4,25.9,28.2,77.0,14.2,32.6,33.3,23.3,21.5,13.1,37.4,2.6,64.0,52.7,69.4
17031580700,18.1,17.0,21.1,3.7,76.0,75.7,2.9,6.1,5.3,9.3,39.7,20.6,11.6,46.3,26.3,28.5,76.9,15.3,35.6,34.8,21.7,20.6,14.4,38.5,2.8,63.8,48.0,69.0
