CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
17031390200,Illinois,Cook County,1,1840,819,0,6.0,0.33,0,0,0,0,0,0,7.5,116500.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0,492.0,101.0,149.0,1555.0,57.0,0.0,3.0,76.0,69.0,109.0,110.0
17031390300,Illinois,Cook County,1,2743,1362,0,142.0,5.18,0,0,0,0,0,1,38.3,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.0,687.0,416.0,77.0,2581.0,15.0,0.0,6.0,64.0,40.0,635.0,513.0
17031390400,Illinois,Cook County,1,2934,1478,0,198.0,6.75,0,0,0,0,0,1,28.9,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.0,623.0,647.0,159.0,2654.0,22.0,0.0,4.0,95.0,55.0,643.0,428.0
17031390500,Illinois,Cook County,1,1598,746,0,3.0,0.19,0,0,0,0,0,0,19.9,106250.0,0,1,0,1,0,0,,552.0,,,159.0,,552.0,34.57,159.0,9.96,133.0,8.34,62.0,3.87,153.0,9.54,352.0,22.05,22.0,1.36,0.0,0.0,0.0,0.03,25.0,1.58,14.0,0.86,68.0,9.11,28.0,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,431.0,336.0,168.0,366.0,1101.0,60.0,0.0,2.0,69.0,49.0,206.0,84.0
17031390600,Illinois,Cook County,1,1866,863,0,8.0,0.43,0,0,0,0,0,0,13.0,106458.0,0,0,0,0,0,0,,308.0,,,91.0,,308.0,16.5,91.0,4.86,74.0,3.97,46.0,2.47,157.0,8.42,131.0,6.99,9.0,0.47,0.0,0.0,0.0,0.01,11.0,0.59,9.0,0.48,37.0,4.25,19.0,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,514.0,415.0,249.0,869.0,774.0,113.0,0.0,2.0,108.0,59.0,228.0,119.0
17031390700,Illinois,Cook County,1,5592,3391,0,0.0,0.0,0,0,0,0,0,0,17.6,114474.0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1566.0,619.0,1091.0,1480.0,3140.0,695.0,2.0,9.0,266.0,241.0,1022.0,124.0
17031400300,Illinois,Cook County,1,1567,550,0,36.0,2.3,0,1,0,1,1,1,41.0,35313.0,0,1,0,1,0,1,,1565.0,,,1017.0,,1565.0,99.87,1017.0,64.91,512.0,32.67,90.0,5.74,9.0,0.57,1538.0,98.15,2.0,0.13,0.0,0.0,0.0,0.0,16.0,1.02,20.0,1.28,217.0,39.38,270.0,49.02,,,,,,,,,,,,,,,,,,,,,,,,,,,856.0,512.0,90.0,9.0,1540.0,2.0,0.0,0.0,16.0,20.0,241.0,300.0
17031400400,Illinois,Cook County,1,1955,754,0,27.0,1.38,0,1,0,1,1,1,30.5,31649.0,0,1,0,1,0,1,,1930.0,,,1222.0,,1930.0,98.73,1222.0,62.5,632.0,32.32,93.0,4.78,11.0,0.56,1887.0,96.5,2.0,0.1,0.0,0.0,2.0,0.1,29.0,1.46,16.0,0.84,307.0,40.72,290.0,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,1321.0,640.0,95.0,11.0,1911.0,2.0,0.0,2.0,29.0,17.0,322.0,304.0
17031400500,Illinois,Cook County,1,2258,799,0,0.0,0.0,0,1,0,1,1,1,27.9,30313.0,0,1,0,1,0,1,,2086.0,,,1257.0,,2086.0,92.38,1257.0,55.65,712.0,31.54,190.0,8.4,11.0,0.5,2032.0,89.99,2.0,0.09,0.0,0.0,2.0,0.09,39.0,1.72,23.0,1.03,367.0,45.92,289.0,36.11,,,,,,,,,,,,,,,,,,,,,,,,,,,1067.0,769.0,202.0,12.0,2202.0,2.0,0.0,2.0,40.0,25.0,379.0,297.0
17031400800,Illinois,Cook County,1,2701,1066,0,0.0,0.0,0,0,0,0,0,1,45.8,24073.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668.0,950.0,203.0,9.0,2651.0,2.0,0.0,7.0,32.0,9.0,642.0,752.0
17031410100,Illinois,Cook County,1,1802,1097,0,13.0,0.72,0,0,0,0,0,1,21.1,93333.0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,651.0,193.0,232.0,544.0,966.0,145.0,0.0,6.0,141.0,150.0,633.0,146.0
17031410200,Illinois,Cook County,1,1443,613,0,357.0,24.74,0,0,0,0,0,1,30.2,61786.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.0,159.0,63.0,762.0,321.0,268.0,0.0,0.0,92.0,120.0,294.0,54.0
17031410500,Illinois,Cook County,1,2557,1243,0,104.0,4.07,0,0,0,0,0,1,34.1,111169.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.0,401.0,223.0,839.0,1384.0,195.0,0.0,5.0,134.0,124.0,497.0,211.0
17031410600,Illinois,Cook County,1,2327,1089,0,76.0,3.27,0,0,0,0,0,1,30.6,72778.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.0,344.0,154.0,1231.0,635.0,321.0,0.0,5.0,135.0,108.0,345.0,121.0
17031410700,Illinois,Cook County,1,2154,1104,0,23.0,1.07,0,0,0,0,0,1,31.3,86875.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.0,255.0,179.0,1261.0,444.0,278.0,0.0,5.0,166.0,172.0,399.0,26.0
17031410800,Illinois,Cook County,1,2662,1618,0,32.0,1.2,0,0,0,0,0,1,21.5,90297.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034.0,263.0,361.0,1084.0,949.0,416.0,0.0,14.0,199.0,181.0,865.0,217.0
17031410900,Illinois,Cook County,1,2838,1579,0,105.0,3.7,0,0,0,0,0,1,21.2,105481.0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,969.0,349.0,469.0,1369.0,1058.0,212.0,1.0,10.0,188.0,212.0,567.0,120.0
17031411000,Illinois,Cook County,1,3309,1946,0,402.0,12.15,0,0,0,0,1,0,9.4,100990.0,0,1,0,1,0,1,0.0,2190.0,0.0,0.0,570.0,0.0,2190.0,66.18,570.0,17.23,108.0,3.28,646.0,19.51,1173.0,35.43,685.0,20.69,214.0,6.46,1.0,0.03,4.0,0.13,114.0,3.44,124.0,3.76,474.0,24.35,40.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.0,173.0,781.0,1763.0,1012.0,349.0,1.0,6.0,178.0,213.0,728.0,56.0
17031411100,Illinois,Cook County,1,2132,895,0,320.0,15.01,0,0,0,0,1,0,13.0,192917.0,0,1,0,1,0,1,,1358.0,,,221.0,,1358.0,63.69,221.0,10.38,200.0,9.37,234.0,10.98,988.0,46.33,75.0,3.5,223.0,10.45,0.0,0.0,3.0,0.14,70.0,3.26,78.0,3.64,148.0,16.55,4.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,325.0,331.0,1531.0,117.0,373.0,0.0,3.0,108.0,112.0,222.0,6.0
17031411200,Illinois,Cook County,1,1640,748,0,22.0,1.34,0,0,0,0,0,0,20.0,178571.0,0,0,0,0,0,0,,259.0,,,62.0,,259.0,15.8,62.0,3.75,50.0,3.02,32.0,1.96,200.0,12.21,13.0,0.82,32.0,1.93,0.0,0.0,1.0,0.06,13.0,0.79,9.0,0.55,34.0,4.52,8.0,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,387.0,300.0,248.0,1142.0,117.0,284.0,0.0,6.0,91.0,59.0,234.0,59.0
17031420100,Illinois,Cook County,1,1441,713,0,0.0,0.0,0,1,0,1,1,1,38.8,25417.0,0,1,0,1,0,1,0.0,1441.0,0.0,0.0,880.0,0.0,1441.0,100.0,880.0,61.09,412.0,28.59,239.0,16.59,38.0,2.64,1377.0,95.56,0.0,0.0,0.0,0.0,1.0,0.07,25.0,1.73,13.0,0.9,383.0,53.77,362.0,50.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.0,412.0,239.0,38.0,1377.0,0.0,0.0,1.0,25.0,13.0,406.0,383.0
17031420200,Illinois,Cook County,1,1723,670,0,300.0,17.41,0,1,0,1,1,1,36.9,42574.0,0,1,0,1,0,1,,1723.0,,,1034.0,,1723.0,100.0,1034.0,60.04,362.0,21.01,134.0,7.78,292.0,16.95,1286.0,74.64,85.0,4.93,0.0,0.0,5.0,0.29,55.0,3.19,42.0,2.44,287.0,42.9,260.0,38.78,,,,,,,,,,,,,,,,,,,,,,,,,,,909.0,362.0,134.0,292.0,1286.0,85.0,0.0,5.0,55.0,42.0,260.0,235.0
17031420300,Illinois,Cook County,1,2488,640,0,1021.0,41.04,0,1,0,0,0,1,36.2,51500.0,0,1,0,1,0,0,,579.0,,,271.0,,579.0,23.29,271.0,10.91,59.0,2.39,16.0,0.64,232.0,9.31,227.0,9.12,79.0,3.17,0.0,0.0,3.0,0.12,39.0,1.56,36.0,1.46,86.0,13.46,45.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,735.0,406.0,56.0,865.0,1179.0,304.0,0.0,3.0,137.0,169.0,296.0,154.0
17031420400,Illinois,Cook County,1,1329,694,0,0.0,0.0,0,0,0,0,0,1,51.0,26607.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.0,304.0,192.0,265.0,913.0,105.0,0.0,5.0,41.0,38.0,371.0,268.0
17031420500,Illinois,Cook County,1,2624,1106,0,0.0,0.0,0,0,0,0,0,1,19.7,40679.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.0,801.0,324.0,32.0,2542.0,6.0,0.0,0.0,44.0,32.0,341.0,243.0
17031420600,Illinois,Cook County,1,2219,816,0,0.0,0.0,0,0,0,0,0,1,48.5,23468.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.0,694.0,201.0,22.0,2152.0,4.0,0.0,2.0,39.0,19.0,420.0,415.0
17031420700,Illinois,Cook County,1,3261,1226,0,1.0,0.03,0,0,0,0,0,1,55.3,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430.0,960.0,349.0,18.0,3205.0,1.0,0.0,4.0,33.0,38.0,478.0,563.0
17031420800,Illinois,Cook County,1,2213,802,0,6.0,0.27,0,0,0,0,0,1,26.1,38900.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151.0,713.0,158.0,51.0,2121.0,4.0,0.0,0.0,37.0,26.0,293.0,377.0
17031421200,Illinois,Cook County,1,1380,592,0,0.0,0.0,0,0,0,0,0,1,42.8,54286.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.0,376.0,268.0,3.0,1360.0,0.0,0.0,2.0,15.0,15.0,257.0,256.0
17031430101,Illinois,Cook County,1,3689,1609,0,0.0,0.0,0,1,0,1,1,1,35.8,30417.0,0,1,0,1,0,1,,3293.0,,,2136.0,,3293.0,89.27,2136.0,57.89,909.0,24.64,241.0,6.52,35.0,0.95,3202.0,86.81,8.0,0.22,0.0,0.0,1.0,0.03,47.0,1.26,28.0,0.76,526.0,32.66,745.0,46.28,,,,,,,,,,,,,,,,,,,,,,,,,,,2028.0,998.0,301.0,36.0,3591.0,8.0,1.0,2.0,51.0,29.0,645.0,844.0
17031430102,Illinois,Cook County,1,2963,1814,0,10.0,0.34,0,1,0,1,1,1,27.2,37348.0,0,1,0,1,0,1,1.0,2963.0,1.0,1.0,1531.0,1.0,2963.0,100.0,1531.0,51.66,499.0,16.84,468.0,15.79,49.0,1.65,2827.0,95.41,9.0,0.3,0.0,0.0,10.0,0.34,68.0,2.29,50.0,1.69,922.0,50.81,476.0,26.23,1.0,0.05,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,1554.0,499.0,468.0,49.0,2827.0,9.0,0.0,10.0,68.0,50.0,969.0,496.0
17031430200,Illinois,Cook County,1,4680,2291,0,15.0,0.32,0,1,0,1,1,1,32.6,30647.0,0,1,0,1,0,1,,1476.0,,,1022.0,,1476.0,31.53,1022.0,21.84,369.0,7.89,213.0,4.56,21.0,0.46,1404.0,30.01,3.0,0.06,0.0,0.0,1.0,0.02,46.0,0.98,18.0,0.39,455.0,19.85,348.0,15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,3142.0,1162.0,621.0,103.0,4422.0,5.0,0.0,7.0,143.0,96.0,1286.0,1113.0
17031430300,Illinois,Cook County,1,2336,912,0,0.0,0.0,0,0,0,0,0,1,57.7,16940.0,0,0,0,0,0,0,,312.0,,,246.0,,312.0,13.35,246.0,10.53,76.0,3.24,22.0,0.95,0.0,0.01,298.0,12.78,1.0,0.03,0.0,0.0,0.0,0.0,13.0,0.54,8.0,0.35,47.0,5.11,56.0,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,706.0,186.0,20.0,2218.0,10.0,0.0,7.0,81.0,46.0,481.0,460.0
17031430400,Illinois,Cook County,1,2892,1062,0,99.0,3.42,0,0,0,0,0,1,39.2,41361.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501.0,797.0,371.0,28.0,2788.0,1.0,0.0,1.0,74.0,42.0,502.0,429.0
17031430500,Illinois,Cook County,1,3604,1765,0,4.0,0.11,0,0,0,0,0,1,58.6,19142.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2555.0,881.0,409.0,27.0,3514.0,2.0,1.0,3.0,57.0,50.0,916.0,868.0
17031430600,Illinois,Cook County,1,1665,747,0,3.0,0.18,0,1,0,1,1,1,18.1,45438.0,0,1,0,1,0,1,,1520.0,,,772.0,,1520.0,91.3,772.0,46.39,331.0,19.86,220.0,13.22,39.0,2.34,1444.0,86.74,3.0,0.18,0.0,0.0,0.0,0.01,34.0,2.04,26.0,1.56,238.0,31.85,205.0,27.39,,,,,,,,,,,,,,,,,,,,,,,,,,,990.0,353.0,240.0,39.0,1588.0,3.0,0.0,1.0,34.0,26.0,277.0,231.0
17031430700,Illinois,Cook County,1,2210,1090,0,263.0,11.9,1,1,1,1,1,1,45.0,,1,1,1,1,1,1,1050.0,2210.0,1050.0,670.0,1426.0,670.0,2210.0,100.0,1426.0,64.51,397.0,17.96,383.0,17.33,93.0,4.21,2029.0,91.81,11.0,0.5,0.0,0.0,7.0,0.32,70.0,3.17,71.0,3.21,513.0,47.03,326.0,29.88,1050.0,47.51,670.0,30.33,174.0,7.88,110.0,4.97,59.0,2.66,939.0,42.48,11.0,0.5,0.0,0.0,6.0,0.27,35.0,1.6,29.0,1.3,281.0,25.75,180.0,16.51,1422.0,397.0,383.0,93.0,2029.0,11.0,0.0,7.0,70.0,71.0,581.0,369.0
17031430800,Illinois,Cook County,1,1763,757,0,0.0,0.0,0,1,0,1,1,1,27.0,65375.0,0,1,0,1,0,1,,1734.0,,,743.0,,1734.0,98.34,743.0,42.14,386.0,21.9,264.0,14.97,19.0,1.08,1686.0,95.61,2.0,0.11,0.0,0.0,0.0,0.0,27.0,1.53,31.0,1.76,162.0,21.46,119.0,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,709.0,391.0,268.0,19.0,1715.0,2.0,0.0,0.0,27.0,31.0,148.0,110.0
17031430900,Illinois,Cook County,1,1814,748,0,0.0,0.0,0,0,0,0,0,1,28.2,57557.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.0,448.0,254.0,9.0,1747.0,0.0,0.0,12.0,46.0,33.0,286.0,192.0
17031431200,Illinois,Cook County,1,3078,1148,0,2.0,0.06,0,1,0,1,1,1,23.2,61406.0,0,1,0,1,0,1,,3077.0,,,1032.0,,3077.0,99.98,1032.0,33.53,706.0,22.93,523.0,16.99,33.0,1.07,2977.0,96.73,2.0,0.06,0.0,0.0,4.0,0.13,61.0,1.98,61.0,1.98,324.0,28.23,236.0,20.56,,,,,,,,,,,,,,,,,,,,,,,,,,,937.0,706.0,523.0,33.0,2978.0,2.0,0.0,4.0,61.0,61.0,312.0,224.0
17031431301,Illinois,Cook County,1,3545,1285,0,78.0,2.2,0,1,0,1,1,1,35.0,34254.0,0,1,0,1,0,1,,3189.0,,,2111.0,,3189.0,89.96,2111.0,59.55,1004.0,28.33,275.0,7.75,42.0,1.18,3035.0,85.61,2.0,0.06,1.0,0.03,18.0,0.51,91.0,2.57,57.0,1.6,458.0,35.63,385.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2341.0,1124.0,304.0,55.0,3363.0,2.0,1.0,20.0,104.0,69.0,512.0,414.0
17031431302,Illinois,Cook County,1,4166,1737,0,5.0,0.12,0,1,0,1,1,1,37.6,35909.0,0,1,0,1,0,1,21.0,4166.0,21.0,10.0,2316.0,10.0,4166.0,100.0,2316.0,55.6,1180.0,28.32,367.0,8.81,54.0,1.3,4048.0,97.17,0.0,0.0,0.0,0.0,2.0,0.05,62.0,1.49,60.0,1.44,904.0,52.02,727.0,41.87,21.0,0.49,10.0,0.25,6.0,0.14,3.0,0.08,0.0,0.0,21.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,5.0,0.29,4.0,0.21,2309.0,1180.0,367.0,54.0,4048.0,0.0,0.0,2.0,62.0,60.0,758.0,641.0
17031431400,Illinois,Cook County,1,6418,3280,0,507.0,7.9,1,1,1,1,1,1,39.8,31345.0,1,1,1,1,1,1,2312.0,6418.0,2312.0,1189.0,3883.0,1189.0,6418.0,100.0,3883.0,60.5,1105.0,17.22,927.0,14.44,164.0,2.56,6050.0,94.27,32.0,0.5,0.0,0.0,33.0,0.51,139.0,2.17,97.0,1.51,1456.0,44.39,1132.0,34.5,2312.0,36.03,1189.0,18.52,307.0,4.78,323.0,5.03,73.0,1.14,2143.0,33.39,21.0,0.32,0.0,0.0,21.0,0.33,54.0,0.84,32.0,0.5,531.0,16.19,470.0,14.31,4078.0,1105.0,927.0,164.0,6050.0,32.0,0.0,33.0,139.0,97.0,1484.0,1151.0
17031440101,Illinois,Cook County,1,3746,1669,0,36.0,0.96,0,1,0,1,1,1,39.7,25230.0,0,1,0,1,0,1,,3746.0,,,2726.0,,3746.0,100.0,2726.0,72.76,948.0,25.31,345.0,9.21,21.0,0.56,3657.0,97.62,0.0,0.0,1.0,0.03,4.0,0.11,63.0,1.68,46.0,1.23,798.0,47.81,839.0,50.27,,,,,,,,,,,,,,,,,,,,,,,,,,,3031.0,948.0,345.0,21.0,3657.0,0.0,1.0,4.0,63.0,46.0,886.0,935.0
17031440102,Illinois,Cook County,1,3127,1500,0,0.0,0.0,0,1,0,1,1,1,32.6,40357.0,0,1,0,1,0,1,,3126.0,,,1668.0,,3126.0,99.98,1668.0,53.33,700.0,22.39,358.0,11.46,11.0,0.35,3069.0,98.15,1.0,0.03,0.0,0.0,13.0,0.42,32.0,1.02,26.0,0.83,596.0,39.76,637.0,42.48,,,,,,,,,,,,,,,,,,,,,,,,,,,1747.0,700.0,359.0,11.0,3070.0,1.0,0.0,13.0,32.0,26.0,625.0,677.0
17031440201,Illinois,Cook County,1,5060,2382,0,0.0,0.0,0,1,0,1,1,1,32.4,38820.0,0,1,0,1,0,1,,1505.0,,,763.0,,1505.0,29.74,763.0,15.09,330.0,6.53,214.0,4.22,1.0,0.02,1486.0,29.37,3.0,0.06,0.0,0.0,5.0,0.1,10.0,0.19,12.0,0.23,329.0,13.82,306.0,12.84,,,,,,,,,,,,,,,,,,,,,,,,,,,2629.0,1157.0,732.0,13.0,4964.0,4.0,1.0,14.0,64.0,56.0,1249.0,986.0
17031440202,Illinois,Cook County,1,2999,1579,0,0.0,0.0,0,1,0,1,1,1,24.3,47760.0,0,1,0,1,0,1,,2023.0,,,990.0,,2023.0,67.45,990.0,33.02,318.0,10.62,629.0,20.97,10.0,0.32,1975.0,65.85,2.0,0.07,0.0,0.0,4.0,0.14,32.0,1.08,11.0,0.38,241.0,15.28,287.0,18.17,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.0,489.0,835.0,12.0,2923.0,4.0,0.0,7.0,53.0,23.0,375.0,425.0
17031440300,Illinois,Cook County,1,4757,2136,0,3.0,0.06,0,0,0,0,0,1,16.3,59375.0,0,0,0,0,0,0,,26.0,,,2.0,,26.0,0.55,2.0,0.04,4.0,0.09,6.0,0.12,0.0,0.0,26.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.12,4.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,1408.0,890.0,989.0,32.0,4639.0,5.0,0.0,7.0,74.0,52.0,531.0,577.0
17031440600,Illinois,Cook County,1,2080,798,0,0.0,0.0,0,0,0,0,0,0,9.7,73125.0,0,0,0,0,0,0,,370.0,,,82.0,,370.0,17.77,82.0,3.96,71.0,3.41,84.0,4.04,2.0,0.1,367.0,17.64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,8.0,0.4,9.0,1.15,27.0,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,387.0,459.0,366.0,7.0,2044.0,4.0,0.0,2.0,23.0,24.0,52.0,132.0
17031440700,Illinois,Cook County,1,1545,609,0,0.0,0.0,0,1,0,1,1,1,10.0,52708.0,0,1,0,1,0,1,,1545.0,,,585.0,,1545.0,100.0,585.0,37.87,329.0,21.29,298.0,19.29,10.0,0.65,1518.0,98.25,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.1,7.0,0.45,200.0,32.85,162.0,26.52,,,,,,,,,,,,,,,,,,,,,,,,,,,548.0,329.0,298.0,10.0,1518.0,0.0,0.0,0.0,17.0,7.0,198.0,161.0
17031440800,Illinois,Cook County,1,1800,742,0,0.0,0.0,0,1,0,1,1,1,42.1,26250.0,0,1,0,1,0,1,71.0,1800.0,71.0,46.0,1108.0,46.0,1800.0,100.0,1108.0,61.58,483.0,26.83,221.0,12.28,8.0,0.44,1765.0,98.06,0.0,0.0,0.0,0.0,5.0,0.28,22.0,1.22,19.0,1.06,258.0,34.76,361.0,48.65,71.0,3.97,46.0,2.58,16.0,0.92,12.0,0.69,0.0,0.0,70.0,3.87,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.03,0.0,0.02,11.0,1.49,17.0,2.24,1053.0,483.0,221.0,8.0,1765.0,0.0,0.0,5.0,22.0,19.0,245.0,343.0
17031440900,Illinois,Cook County,1,2610,998,0,2.0,0.08,1,1,1,1,1,1,23.4,46296.0,1,1,1,1,1,1,778.0,2610.0,778.0,502.0,1271.0,502.0,2610.0,100.0,1271.0,48.68,701.0,26.86,401.0,15.36,7.0,0.27,2548.0,97.62,1.0,0.04,0.0,0.0,17.0,0.65,37.0,1.42,18.0,0.69,345.0,34.57,505.0,50.64,778.0,29.8,502.0,19.23,217.0,8.31,111.0,4.24,1.0,0.06,767.0,29.38,0.0,0.0,0.0,0.0,6.0,0.23,4.0,0.14,3.0,0.12,152.0,15.24,150.0,14.99,1233.0,701.0,401.0,7.0,2548.0,1.0,0.0,17.0,37.0,18.0,330.0,472.0
17031450300,Illinois,Cook County,1,3615,1437,0,0.0,0.0,0,1,0,0,0,1,14.4,55583.0,0,1,0,1,0,0,,963.0,,,477.0,,963.0,26.63,477.0,13.2,195.0,5.4,185.0,5.13,14.0,0.39,926.0,25.61,1.0,0.02,0.0,0.0,0.0,0.0,22.0,0.61,17.0,0.47,88.0,6.1,82.0,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,1511.0,789.0,691.0,25.0,3495.0,4.0,0.0,7.0,84.0,56.0,242.0,293.0
17031460100,Illinois,Cook County,1,3405,1278,0,3.0,0.09,0,1,0,1,1,1,37.5,32500.0,0,1,0,1,0,1,3.0,710.0,3.0,2.0,393.0,2.0,710.0,20.84,393.0,11.55,148.0,4.35,71.0,2.1,95.0,2.78,536.0,15.75,2.0,0.05,0.0,0.0,0.0,0.01,77.0,2.25,129.0,3.78,186.0,14.53,146.0,11.42,3.0,0.08,2.0,0.04,2.0,0.05,0.0,0.0,0.0,0.0,3.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.02,2018.0,947.0,336.0,358.0,2560.0,13.0,0.0,7.0,467.0,673.0,534.0,476.0
