CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
17031161200,Illinois,Cook County,1,2930,950,0,0.0,0.0,0,0,0,0,0,0,11.8,67931.0,0,0,0,0,0,0,,476.0,,,152.0,,476.0,16.25,152.0,5.2,111.0,3.8,45.0,1.54,313.0,10.7,3.0,0.11,38.0,1.28,0.0,0.0,2.0,0.07,120.0,4.09,285.0,9.73,22.0,2.29,14.0,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,969.0,734.0,223.0,1681.0,55.0,203.0,1.0,60.0,930.0,1878.0,103.0,90.0
17031161300,Illinois,Cook County,1,4117,1503,0,47.0,1.14,0,0,0,0,0,1,8.1,52703.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514.0,971.0,392.0,2639.0,139.0,143.0,6.0,26.0,1164.0,2372.0,355.0,100.0
17031170100,Illinois,Cook County,1,1752,994,0,116.0,6.62,0,0,0,0,0,0,10.3,74205.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.0,125.0,696.0,1557.0,61.0,80.0,0.0,1.0,53.0,176.0,199.0,93.0
17031170200,Illinois,Cook County,1,3892,1240,0,7.0,0.18,0,0,0,0,0,0,8.1,71989.0,0,1,0,1,0,0,,776.0,,,162.0,,776.0,19.94,162.0,4.17,162.0,4.16,91.0,2.35,665.0,17.08,7.0,0.17,23.0,0.59,0.0,0.0,1.0,0.02,81.0,2.08,279.0,7.16,14.0,1.1,26.0,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,711.0,856.0,475.0,3201.0,23.0,162.0,1.0,25.0,480.0,1289.0,73.0,127.0
17031170300,Illinois,Cook County,1,5129,1838,0,4.0,0.08,0,0,0,0,0,0,8.4,83003.0,0,1,0,1,0,0,,1268.0,,,283.0,,1268.0,24.72,283.0,5.52,235.0,4.58,188.0,3.66,1050.0,20.48,9.0,0.17,42.0,0.81,0.0,0.0,3.0,0.06,164.0,3.2,350.0,6.82,35.0,1.92,47.0,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.0,1028.0,719.0,4200.0,53.0,216.0,0.0,24.0,636.0,1343.0,145.0,201.0
17031170400,Illinois,Cook County,1,3870,1470,0,0.0,0.0,0,0,0,0,0,0,11.9,74671.0,0,1,0,1,0,0,,2251.0,,,650.0,,2251.0,58.16,650.0,16.79,439.0,11.35,334.0,8.64,1939.0,50.11,21.0,0.54,86.0,2.21,1.0,0.03,7.0,0.19,197.0,5.09,428.0,11.05,26.0,1.76,40.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1370.0,731.0,627.0,3331.0,34.0,140.0,1.0,10.0,354.0,740.0,83.0,69.0
17031170500,Illinois,Cook County,1,4980,1913,0,0.0,0.0,0,0,0,0,1,0,5.9,94907.0,0,1,0,1,0,1,,4611.0,,,795.0,,4611.0,92.58,795.0,15.97,994.0,19.96,639.0,12.82,4043.0,81.19,42.0,0.84,106.0,2.14,10.0,0.2,17.0,0.35,391.0,7.86,901.0,18.09,106.0,5.53,82.0,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,899.0,1079.0,690.0,4392.0,42.0,112.0,10.0,19.0,405.0,958.0,104.0,93.0
17031170600,Illinois,Cook County,1,2498,940,0,8.0,0.32,0,0,0,0,0,0,4.8,84815.0,0,1,0,1,0,0,,534.0,,,111.0,,534.0,21.39,111.0,4.43,125.0,5.0,76.0,3.03,454.0,18.19,1.0,0.04,31.0,1.23,0.0,0.0,1.0,0.04,47.0,1.89,73.0,2.91,24.0,2.53,11.0,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,461.0,487.0,409.0,2215.0,4.0,99.0,0.0,4.0,176.0,360.0,83.0,60.0
17031170700,Illinois,Cook County,1,2980,1117,0,0.0,0.0,0,0,0,0,0,0,8.4,84063.0,0,1,0,1,0,0,,2980.0,,,545.0,,2980.0,100.0,545.0,18.28,609.0,20.44,466.0,15.64,2609.0,87.55,13.0,0.44,77.0,2.58,0.0,0.0,4.0,0.13,277.0,9.3,524.0,17.58,74.0,6.66,45.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,523.0,609.0,466.0,2609.0,13.0,77.0,0.0,4.0,277.0,524.0,76.0,46.0
17031170800,Illinois,Cook County,1,3721,1380,0,0.0,0.0,0,0,0,0,1,0,6.4,71250.0,0,1,0,1,0,1,,3546.0,,,1030.0,,3546.0,95.29,1030.0,27.69,717.0,19.28,460.0,12.36,2976.0,79.97,29.0,0.77,137.0,3.67,0.0,0.0,7.0,0.2,397.0,10.67,776.0,20.86,122.0,8.83,149.0,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.0,739.0,492.0,3131.0,30.0,140.0,0.0,9.0,411.0,800.0,134.0,165.0
17031170900,Illinois,Cook County,1,1713,608,0,0.0,0.0,0,0,0,0,0,0,6.7,83173.0,0,1,0,1,0,0,,1061.0,,,281.0,,1061.0,61.94,281.0,16.42,248.0,14.48,121.0,7.04,814.0,47.52,11.0,0.64,57.0,3.35,0.0,0.0,12.0,0.68,167.0,9.75,274.0,15.99,24.0,3.95,40.0,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,498.0,398.0,209.0,1311.0,22.0,72.0,0.0,13.0,295.0,494.0,43.0,72.0
17031171000,Illinois,Cook County,1,7287,2589,0,2.0,0.03,0,0,0,0,0,0,8.7,82463.0,0,1,0,1,0,0,,2162.0,,,476.0,,2162.0,29.67,476.0,6.53,426.0,5.85,330.0,4.53,1818.0,24.95,27.0,0.37,89.0,1.22,5.0,0.07,4.0,0.06,219.0,3.0,474.0,6.51,34.0,1.3,83.0,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,1896.0,1474.0,1000.0,5984.0,81.0,313.0,6.0,35.0,868.0,1772.0,194.0,279.0
17031171100,Illinois,Cook County,1,4110,1284,0,0.0,0.0,0,0,0,0,0,0,9.5,95192.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.0,868.0,507.0,3047.0,30.0,213.0,2.0,29.0,789.0,1541.0,112.0,82.0
17031180100,Illinois,Cook County,1,6156,2031,0,71.0,1.15,0,0,0,0,0,1,18.5,61734.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2409.0,1364.0,804.0,4382.0,126.0,227.0,7.0,37.0,1377.0,2670.0,294.0,151.0
17031190100,Illinois,Cook County,1,2488,742,0,0.0,0.0,0,0,0,0,0,1,22.9,47548.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.0,734.0,233.0,1305.0,68.0,64.0,0.0,23.0,1028.0,1964.0,225.0,180.0
17031190200,Illinois,Cook County,1,5853,1554,0,5.0,0.09,0,0,0,0,0,1,11.9,61729.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770.0,1690.0,449.0,3067.0,157.0,148.0,0.0,43.0,2438.0,4597.0,219.0,257.0
17031190300,Illinois,Cook County,1,5794,1813,0,0.0,0.0,0,0,0,0,0,0,16.7,71346.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2044.0,1347.0,524.0,3783.0,100.0,150.0,2.0,68.0,1691.0,3665.0,257.0,300.0
17031190401,Illinois,Cook County,1,4257,1228,0,0.0,0.0,0,0,0,0,0,1,18.4,67500.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464.0,1105.0,435.0,2427.0,88.0,236.0,7.0,19.0,1480.0,2664.0,43.0,148.0
17031190402,Illinois,Cook County,1,5458,1571,0,4.0,0.07,0,0,0,0,0,1,7.3,57421.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2263.0,1475.0,476.0,3007.0,165.0,167.0,12.0,40.0,2067.0,3666.0,150.0,171.0
17031190601,Illinois,Cook County,1,4545,1173,0,0.0,0.0,0,0,0,0,0,1,16.0,48807.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874.0,1410.0,321.0,2292.0,165.0,97.0,0.0,42.0,1949.0,3717.0,143.0,98.0
17031190602,Illinois,Cook County,1,5516,1368,0,238.0,4.31,0,0,0,0,0,1,11.1,58375.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963.0,1650.0,469.0,2828.0,277.0,74.0,6.0,95.0,2236.0,4388.0,126.0,270.0
17031190701,Illinois,Cook County,1,2955,788,0,0.0,0.0,0,0,0,0,0,1,23.5,43158.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.0,938.0,156.0,1235.0,74.0,48.0,3.0,51.0,1544.0,2436.0,118.0,232.0
17031190702,Illinois,Cook County,1,4869,1370,0,0.0,0.0,0,0,0,0,0,1,30.3,45481.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2792.0,1593.0,295.0,2142.0,185.0,29.0,2.0,58.0,2453.0,4065.0,244.0,419.0
17031190800,Illinois,Cook County,1,6632,1872,0,5.0,0.08,0,0,0,0,0,1,19.0,52981.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3687.0,1934.0,450.0,3107.0,274.0,55.0,7.0,63.0,3126.0,5586.0,264.0,571.0
17031190900,Illinois,Cook County,1,2040,639,0,0.0,0.0,0,0,0,0,0,1,20.6,62500.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.0,551.0,241.0,991.0,78.0,43.0,1.0,16.0,911.0,1677.0,111.0,229.0
17031191000,Illinois,Cook County,1,2559,660,0,0.0,0.0,0,0,0,0,0,1,26.0,60385.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.0,756.0,166.0,1217.0,111.0,10.0,0.0,48.0,1173.0,2300.0,95.0,189.0
17031191100,Illinois,Cook County,1,7414,1927,0,0.0,0.0,0,0,0,0,0,1,16.9,49500.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3937.0,2429.0,404.0,3073.0,472.0,79.0,8.0,123.0,3659.0,6526.0,173.0,523.0
17031191200,Illinois,Cook County,1,3853,945,0,3.0,0.08,0,0,0,0,0,1,22.7,47094.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2039.0,1395.0,143.0,1438.0,121.0,5.0,0.0,42.0,2247.0,3591.0,125.0,203.0
17031191301,Illinois,Cook County,1,5397,1404,0,5.0,0.09,0,0,0,0,0,1,18.4,65052.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2533.0,1710.0,396.0,2045.0,546.0,142.0,10.0,49.0,2605.0,4509.0,388.0,406.0
17031191302,Illinois,Cook County,1,5034,1283,0,0.0,0.0,0,0,0,0,0,1,14.2,52865.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2582.0,1664.0,276.0,1879.0,317.0,79.0,4.0,49.0,2706.0,4358.0,232.0,272.0
17031200100,Illinois,Cook County,1,4354,1300,0,0.0,0.0,0,0,0,0,0,1,7.9,58623.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1367.0,1179.0,345.0,2343.0,136.0,157.0,0.0,45.0,1673.0,3334.0,201.0,127.0
17031200200,Illinois,Cook County,1,5427,1597,0,0.0,0.0,0,0,0,0,0,1,21.4,54804.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149.0,1589.0,349.0,2323.0,275.0,80.0,3.0,27.0,2719.0,4700.0,306.0,379.0
17031200300,Illinois,Cook County,1,2209,605,0,2.0,0.09,0,0,0,0,0,1,32.6,42727.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.0,684.0,159.0,863.0,92.0,19.0,4.0,18.0,1213.0,1956.0,80.0,239.0
17031200401,Illinois,Cook County,1,3603,939,0,0.0,0.0,0,0,0,0,0,1,18.5,43077.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2121.0,1156.0,220.0,1578.0,202.0,19.0,0.0,29.0,1775.0,3219.0,169.0,320.0
17031200402,Illinois,Cook County,1,4396,1183,0,0.0,0.0,0,0,0,0,0,1,19.3,67838.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.0,1372.0,238.0,1542.0,203.0,26.0,2.0,30.0,2593.0,4058.0,81.0,294.0
17031210100,Illinois,Cook County,1,4028,1488,0,9.0,0.22,0,0,0,0,0,0,13.6,83295.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259.0,964.0,252.0,2406.0,106.0,228.0,2.0,31.0,1255.0,2189.0,231.0,84.0
17031210400,Illinois,Cook County,1,3035,943,0,42.0,1.38,0,0,0,0,0,1,23.6,54375.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290.0,804.0,276.0,1860.0,75.0,64.0,0.0,21.0,1015.0,2275.0,197.0,140.0
17031210501,Illinois,Cook County,1,3900,1370,0,0.0,0.0,0,0,0,0,0,1,21.7,41707.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890.0,951.0,337.0,2436.0,108.0,67.0,0.0,20.0,1269.0,2459.0,332.0,282.0
17031210502,Illinois,Cook County,1,4486,1448,0,9.0,0.2,0,0,0,0,0,1,30.2,52958.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2280.0,1251.0,350.0,2852.0,129.0,73.0,1.0,57.0,1374.0,2967.0,298.0,241.0
17031210601,Illinois,Cook County,1,3104,1008,0,7.0,0.23,0,0,0,0,0,1,12.4,65188.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.0,756.0,219.0,1771.0,103.0,132.0,1.0,65.0,1032.0,2164.0,151.0,84.0
17031210602,Illinois,Cook County,1,4683,1559,0,0.0,0.0,0,0,0,0,0,1,15.1,59572.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789.0,1244.0,308.0,2725.0,229.0,73.0,1.0,42.0,1613.0,3487.0,408.0,299.0
17031210700,Illinois,Cook County,1,4309,1580,0,1.0,0.02,0,0,0,0,0,1,22.8,65690.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822.0,972.0,309.0,2648.0,160.0,140.0,4.0,43.0,1314.0,2772.0,287.0,320.0
17031210800,Illinois,Cook County,1,1196,405,0,2.0,0.17,0,0,0,0,0,1,5.5,61359.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.0,298.0,55.0,637.0,26.0,14.0,0.0,10.0,509.0,856.0,38.0,20.0
17031210900,Illinois,Cook County,1,3068,1183,0,5.0,0.16,0,0,0,0,0,0,16.0,75391.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096.0,641.0,217.0,1878.0,138.0,120.0,0.0,12.0,920.0,1631.0,219.0,131.0
17031220300,Illinois,Cook County,1,2102,966,0,23.0,1.09,0,0,0,0,0,0,10.7,112692.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.0,358.0,135.0,1520.0,98.0,60.0,0.0,13.0,411.0,762.0,104.0,24.0
17031220400,Illinois,Cook County,1,2495,1130,0,35.0,1.4,0,0,0,0,0,0,6.0,105341.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,359.0,247.0,1871.0,86.0,82.0,2.0,9.0,445.0,899.0,152.0,66.0
17031220500,Illinois,Cook County,1,2626,1224,0,0.0,0.0,0,0,0,0,0,0,8.5,110179.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0,312.0,154.0,1874.0,165.0,107.0,0.0,4.0,476.0,842.0,304.0,57.0
17031220601,Illinois,Cook County,1,1766,732,0,0.0,0.0,0,0,0,0,0,1,12.3,66765.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,325.0,112.0,1097.0,128.0,38.0,0.0,5.0,498.0,871.0,152.0,92.0
17031220602,Illinois,Cook County,1,5064,2438,0,14.0,0.28,0,0,0,0,0,1,17.1,44269.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1902.0,862.0,366.0,3283.0,402.0,153.0,7.0,38.0,1181.0,2363.0,863.0,385.0
17031220701,Illinois,Cook County,1,3437,1068,0,8.0,0.23,0,0,0,0,0,1,13.5,65625.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.0,976.0,202.0,1751.0,134.0,30.0,4.0,22.0,1496.0,2701.0,124.0,146.0
17031220702,Illinois,Cook County,1,4060,1358,0,30.0,0.74,0,0,0,0,0,1,13.8,65250.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424.0,1111.0,205.0,2077.0,309.0,56.0,10.0,20.0,1588.0,2942.0,159.0,161.0
17031220901,Illinois,Cook County,1,3498,1037,0,0.0,0.0,0,0,0,0,0,1,27.2,45724.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636.0,1149.0,234.0,1525.0,385.0,39.0,7.0,32.0,1510.0,2813.0,270.0,260.0
17031220902,Illinois,Cook County,1,3371,994,0,0.0,0.0,0,0,0,0,0,1,13.7,53542.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408.0,1020.0,177.0,1598.0,151.0,20.0,0.0,37.0,1565.0,2833.0,176.0,163.0
17031221000,Illinois,Cook County,1,2923,960,0,0.0,0.0,0,0,0,0,0,1,25.6,34847.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340.0,838.0,119.0,1349.0,281.0,45.0,0.0,26.0,1222.0,2072.0,240.0,153.0
17031221100,Illinois,Cook County,1,4870,1926,0,196.0,4.02,0,0,0,0,0,1,20.4,54079.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2289.0,995.0,416.0,2875.0,547.0,74.0,4.0,24.0,1346.0,2703.0,553.0,205.0
17031221200,Illinois,Cook County,1,2860,1194,0,7.0,0.24,0,0,0,0,0,0,9.9,100577.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.0,518.0,140.0,1848.0,214.0,86.0,2.0,17.0,693.0,1248.0,249.0,130.0
17031221300,Illinois,Cook County,1,3222,1286,0,122.0,3.79,0,0,0,0,0,1,22.0,55625.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.0,626.0,137.0,2010.0,192.0,96.0,4.0,19.0,901.0,1657.0,468.0,135.0
17031221400,Illinois,Cook County,1,3020,1175,0,0.0,0.0,0,0,0,0,0,0,7.0,87031.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.0,576.0,169.0,1855.0,77.0,83.0,1.0,25.0,979.0,1779.0,363.0,76.0
17031221500,Illinois,Cook County,1,2829,1385,0,0.0,0.0,0,0,0,0,0,0,10.0,95455.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.0,426.0,332.0,1827.0,211.0,95.0,10.0,17.0,669.0,1365.0,335.0,171.0
17031221600,Illinois,Cook County,1,2969,1418,0,0.0,0.0,0,0,0,0,0,0,5.6,180500.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.0,419.0,151.0,2433.0,70.0,123.0,0.0,5.0,338.0,549.0,218.0,12.0
17031222200,Illinois,Cook County,1,1912,895,0,18.0,0.94,0,0,0,0,0,0,6.1,208542.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.0,318.0,67.0,1622.0,47.0,110.0,0.0,8.0,125.0,278.0,138.0,29.0
17031222500,Illinois,Cook County,1,1410,478,0,36.0,2.55,0,0,0,0,0,1,22.6,69792.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.0,313.0,66.0,720.0,128.0,18.0,0.0,15.0,529.0,895.0,78.0,90.0
17031222600,Illinois,Cook County,1,1602,691,0,0.0,0.0,0,0,0,0,0,0,7.2,84402.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,303.0,71.0,906.0,199.0,22.0,0.0,25.0,450.0,803.0,129.0,47.0
17031222700,Illinois,Cook County,1,2235,774,0,26.0,1.16,0,0,0,0,0,1,19.8,63884.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104.0,638.0,110.0,1154.0,344.0,15.0,0.0,12.0,710.0,1488.0,142.0,134.0
17031222800,Illinois,Cook County,1,1074,334,0,0.0,0.0,0,0,0,0,0,1,23.8,41250.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.0,351.0,44.0,415.0,141.0,4.0,0.0,15.0,499.0,829.0,94.0,73.0
17031222900,Illinois,Cook County,1,1244,349,0,0.0,0.0,0,0,0,0,0,1,11.8,45588.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.0,398.0,64.0,504.0,101.0,15.0,0.0,15.0,609.0,1068.0,22.0,84.0
17031230100,Illinois,Cook County,1,1623,598,0,0.0,0.0,0,0,0,0,0,1,25.3,44567.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.0,441.0,79.0,734.0,285.0,24.0,1.0,10.0,569.0,1038.0,121.0,117.0
17031230200,Illinois,Cook County,1,2107,590,0,48.0,2.28,0,0,0,0,0,1,20.7,61250.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.0,664.0,93.0,946.0,266.0,12.0,2.0,18.0,863.0,1684.0,162.0,114.0
17031230300,Illinois,Cook County,1,1024,275,0,0.0,0.0,0,0,0,0,0,1,19.3,39792.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0,334.0,43.0,397.0,90.0,8.0,0.0,4.0,525.0,906.0,60.0,115.0
17031230400,Illinois,Cook County,1,2609,711,0,0.0,0.0,0,0,0,0,0,1,21.1,47656.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.0,864.0,152.0,1227.0,164.0,15.0,1.0,42.0,1160.0,2329.0,87.0,164.0
17031230500,Illinois,Cook County,1,3570,1072,0,1.0,0.03,0,0,0,0,0,1,34.5,34899.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358.0,1150.0,236.0,1267.0,374.0,26.0,0.0,21.0,1882.0,3130.0,340.0,473.0
