,CensusTract,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
20935,17031010100,4854,2302,0,218.0,4.49,0,1,0,1,1,1,35.8,62177.0,0,1,0,1,0,0,0,1,1085.0,22.36,259.0,5.33,137.0,2.83,91.0,1.87,633.0,13.05,318.0,6.54,51.0,1.05,0.0,0.0,3.0,0.06,81.0,1.66,116.0,2.4,277.0,12.03,109.0,4.73,2035.0,1058.0,277.0,1810.0,2437.0,150.0,1.0,33.0,423.0,616.0,1162.0,433.0
20936,17031010201,6450,2463,0,163.0,2.53,0,0,0,0,0,1,36.8,47411.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3776.0,1704.0,314.0,2312.0,2350.0,299.0,6.0,48.0,1435.0,2049.0,751.0,851.0
20937,17031010202,2818,1115,0,315.0,11.18,0,0,0,0,0,1,18.5,51719.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476.0,623.0,309.0,1237.0,953.0,143.0,1.0,18.0,466.0,789.0,464.0,232.0
20938,17031010300,6236,2826,0,791.0,12.68,0,1,0,1,1,1,16.1,66875.0,0,1,0,1,0,0,0,1,1920.0,30.79,678.0,10.87,212.0,3.41,292.0,4.69,1183.0,18.96,521.0,8.36,59.0,0.95,3.0,0.04,6.0,0.1,147.0,2.37,204.0,3.27,315.0,11.14,137.0,4.86,2117.0,951.0,884.0,3267.0,1722.0,346.0,16.0,21.0,864.0,1169.0,993.0,470.0
20939,17031010400,5042,2098,0,1349.0,26.76,0,0,0,0,0,1,19.1,59861.0,0,0,0,0,0,0,0,0,5.0,0.1,2.0,0.03,1.0,0.02,0.0,0.0,3.0,0.06,1.0,0.03,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,0.02,1322.0,419.0,263.0,3341.0,729.0,562.0,5.0,17.0,388.0,480.0,655.0,277.0
20940,17031010501,4091,2293,0,7.0,0.17,0,0,0,0,0,1,20.7,50266.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1894.0,562.0,392.0,2018.0,1300.0,383.0,5.0,23.0,362.0,506.0,1132.0,466.0
20941,17031010502,3101,1684,0,3.0,0.1,0,0,0,0,0,1,30.0,37500.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.0,376.0,106.0,1820.0,776.0,239.0,1.0,31.0,234.0,340.0,751.0,180.0
20942,17031010503,2290,1184,0,163.0,7.12,0,0,0,0,0,1,48.0,43654.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.0,142.0,535.0,1452.0,303.0,331.0,2.0,19.0,183.0,245.0,494.0,296.0
20943,17031010600,6097,2943,0,175.0,2.87,0,0,0,0,0,1,24.4,87545.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2329.0,980.0,396.0,3459.0,1542.0,329.0,1.0,33.0,733.0,1153.0,1263.0,365.0
20944,17031010701,3864,1535,0,0.0,0.0,0,0,0,0,0,1,20.8,72500.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1593.0,962.0,240.0,2125.0,761.0,204.0,2.0,15.0,757.0,1463.0,285.0,273.0
20945,17031010702,5143,1912,0,60.0,1.17,0,0,0,0,0,1,24.2,49440.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2640.0,1363.0,167.0,2381.0,1155.0,323.0,3.0,36.0,1245.0,2423.0,698.0,406.0
20946,17031020100,3965,1508,0,48.0,1.21,0,0,0,0,0,1,14.2,65982.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505.0,1000.0,352.0,1529.0,1182.0,608.0,4.0,28.0,614.0,952.0,250.0,250.0
20947,17031020200,6676,2054,0,118.0,1.77,0,0,0,0,0,0,13.5,71300.0,0,0,0,0,0,0,0,0,285.0,4.27,18.0,0.26,112.0,1.67,30.0,0.45,228.0,3.41,11.0,0.17,33.0,0.49,0.0,0.0,0.0,0.0,13.0,0.19,21.0,0.31,1.0,0.03,14.0,0.66,2080.0,1865.0,838.0,4069.0,618.0,1394.0,1.0,8.0,586.0,943.0,91.0,352.0
20948,17031020301,4750,1969,0,2.0,0.04,0,0,0,0,0,0,13.6,72461.0,0,1,0,1,0,0,0,0,1862.0,39.21,532.0,11.2,705.0,14.84,235.0,4.95,1640.0,34.52,35.0,0.74,83.0,1.76,0.0,0.0,4.0,0.08,100.0,2.11,183.0,3.85,26.0,1.3,75.0,3.8,1916.0,1228.0,1233.0,3965.0,106.0,470.0,0.0,15.0,194.0,289.0,346.0,276.0
20949,17031020302,4650,1630,0,369.0,7.94,0,1,0,0,0,1,22.8,95125.0,0,1,0,1,0,0,0,0,1663.0,35.76,574.0,12.35,422.0,9.08,244.0,5.25,1244.0,26.75,105.0,2.25,206.0,4.42,0.0,0.0,4.0,0.08,105.0,2.25,242.0,5.2,93.0,5.69,79.0,4.83,1721.0,1103.0,685.0,3051.0,462.0,504.0,0.0,12.0,621.0,952.0,277.0,233.0
20950,17031020400,4168,1688,0,15.0,0.36,0,0,0,0,0,0,17.9,75179.0,0,1,0,1,0,0,0,0,818.0,19.63,330.0,7.93,182.0,4.36,78.0,1.87,463.0,11.11,95.0,2.27,101.0,2.43,0.0,0.0,9.0,0.23,150.0,3.59,236.0,5.67,52.0,3.07,35.0,2.09,1463.0,1016.0,409.0,2266.0,718.0,530.0,0.0,27.0,627.0,987.0,200.0,162.0
20951,17031020500,6214,2077,0,241.0,3.88,0,0,0,0,0,1,26.3,46250.0,0,0,0,0,0,0,0,0,38.0,0.61,24.0,0.39,12.0,0.19,2.0,0.03,12.0,0.2,5.0,0.07,14.0,0.22,0.0,0.0,1.0,0.02,7.0,0.11,10.0,0.16,2.0,0.11,3.0,0.14,3553.0,1592.0,641.0,2167.0,1221.0,1684.0,1.0,54.0,1087.0,1528.0,354.0,593.0
20952,17031020601,6353,1990,0,32.0,0.5,0,0,0,0,0,1,24.3,48393.0,0,0,0,0,0,0,0,0,335.0,5.28,116.0,1.83,101.0,1.59,36.0,0.57,260.0,4.09,11.0,0.17,36.0,0.57,0.0,0.0,2.0,0.02,27.0,0.42,55.0,0.87,11.0,0.55,35.0,1.73,3183.0,1876.0,584.0,3908.0,304.0,1317.0,1.0,38.0,785.0,1010.0,429.0,616.0
20953,17031020602,4340,1397,0,13.0,0.3,0,1,0,0,0,1,22.0,49750.0,0,1,0,1,0,0,0,0,878.0,20.24,388.0,8.93,214.0,4.93,98.0,2.27,489.0,11.28,69.0,1.59,163.0,3.75,0.0,0.0,5.0,0.11,152.0,3.51,188.0,4.32,29.0,2.1,56.0,4.0,2696.0,1117.0,435.0,2084.0,326.0,1215.0,5.0,11.0,699.0,1139.0,283.0,251.0
20954,17031020701,1704,648,0,0.0,0.0,0,0,0,0,0,0,6.6,107426.0,0,1,0,1,0,0,0,0,803.0,47.12,219.0,12.87,189.0,11.06,125.0,7.35,547.0,32.1,21.0,1.22,166.0,9.74,0.0,0.0,2.0,0.12,67.0,3.93,90.0,5.31,8.0,1.25,28.0,4.26,464.0,385.0,281.0,1088.0,42.0,418.0,0.0,7.0,149.0,227.0,16.0,57.0
20955,17031020702,7194,2312,0,141.0,1.96,0,0,0,0,0,1,22.1,46625.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3628.0,1799.0,881.0,3618.0,556.0,2090.0,0.0,32.0,898.0,1174.0,256.0,675.0
20956,17031020801,5458,2017,0,2.0,0.04,0,0,0,0,0,1,16.5,54688.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2314.0,1241.0,585.0,2945.0,386.0,1184.0,2.0,32.0,909.0,1467.0,227.0,435.0
20957,17031020802,6963,2111,0,21.0,0.3,0,0,0,0,0,1,26.2,52277.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4315.0,1882.0,508.0,2347.0,746.0,2561.0,0.0,43.0,1266.0,1773.0,317.0,751.0
20958,17031020901,5221,1790,0,16.0,0.31,0,0,0,0,0,1,28.9,42702.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3622.0,1366.0,300.0,1839.0,1061.0,1182.0,1.0,36.0,1102.0,1526.0,377.0,473.0
20959,17031020902,4286,1564,0,461.0,10.76,0,0,0,0,0,1,26.7,40212.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2307.0,846.0,493.0,2095.0,564.0,1123.0,2.0,10.0,492.0,734.0,408.0,417.0
20960,17031030101,3893,2334,0,15.0,0.39,0,0,0,0,0,1,14.7,56488.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1728.0,446.0,590.0,2017.0,996.0,505.0,0.0,20.0,355.0,544.0,634.0,282.0
20961,17031030102,3204,1894,0,66.0,2.06,0,0,0,0,0,0,16.2,72115.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,308.0,361.0,1898.0,709.0,330.0,1.0,13.0,253.0,347.0,947.0,106.0
20962,17031030103,1928,1084,0,366.0,18.98,0,0,0,0,0,0,16.6,67969.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,84.0,104.0,1150.0,341.0,303.0,0.0,4.0,130.0,182.0,370.0,28.0
20963,17031030104,3681,1189,0,1681.0,45.67,0,0,0,0,0,1,27.9,69375.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,129.0,265.0,2398.0,409.0,695.0,1.0,8.0,170.0,282.0,470.0,107.0
20964,17031030200,5369,2507,0,45.0,0.84,0,0,0,0,0,0,14.3,107411.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420.0,910.0,409.0,3918.0,468.0,432.0,6.0,38.0,507.0,743.0,604.0,49.0
20965,17031030300,3322,1393,0,0.0,0.0,0,0,0,0,0,1,24.0,48472.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1563.0,683.0,427.0,1716.0,432.0,438.0,2.0,49.0,685.0,1219.0,443.0,294.0
20966,17031030400,2684,1251,0,0.0,0.0,0,0,0,0,0,1,15.9,54375.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,486.0,308.0,1818.0,205.0,282.0,0.0,17.0,362.0,852.0,269.0,240.0
20967,17031030500,6395,2970,0,125.0,1.95,0,0,0,0,0,0,5.5,96607.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.0,949.0,431.0,4386.0,533.0,506.0,4.0,67.0,899.0,1626.0,836.0,119.0
20968,17031030601,4012,2153,0,182.0,4.54,0,0,0,0,0,1,17.6,40956.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1646.0,473.0,627.0,2179.0,1050.0,424.0,0.0,16.0,343.0,521.0,791.0,488.0
20969,17031030603,2095,1273,0,0.0,0.0,0,0,0,0,0,1,23.9,42021.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942.0,271.0,72.0,1031.0,617.0,178.0,0.0,24.0,245.0,447.0,754.0,235.0
20970,17031030604,2976,1884,0,2.0,0.07,0,0,0,0,0,1,24.4,66775.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1302.0,246.0,406.0,1592.0,602.0,569.0,1.0,8.0,204.0,275.0,1066.0,299.0
20971,17031030701,1549,888,0,196.0,12.65,0,0,0,0,0,1,26.3,63393.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0,147.0,107.0,827.0,405.0,120.0,1.0,7.0,189.0,267.0,445.0,151.0
20972,17031030702,1630,1087,0,0.0,0.0,0,0,0,0,0,0,13.1,117565.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,111.0,266.0,1006.0,170.0,362.0,0.0,4.0,88.0,124.0,592.0,69.0
20973,17031030703,2830,1724,0,4.0,0.14,0,0,0,0,0,1,25.1,57550.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.0,274.0,584.0,1717.0,586.0,265.0,2.0,23.0,237.0,353.0,920.0,396.0
20974,17031030706,3599,2375,0,0.0,0.0,0,0,0,0,0,1,13.3,56750.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.0,296.0,1024.0,2373.0,504.0,460.0,0.0,21.0,241.0,387.0,1102.0,162.0
20975,17031030800,4326,2052,0,148.0,3.42,0,0,0,0,0,0,8.9,124250.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.0,584.0,415.0,3333.0,194.0,468.0,1.0,10.0,320.0,478.0,463.0,96.0
20976,17031030900,3028,1458,0,3.0,0.1,0,0,0,0,0,0,9.4,133710.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,461.0,292.0,2216.0,116.0,322.0,0.0,5.0,369.0,671.0,301.0,115.0
20977,17031031000,3656,1901,0,0.0,0.0,0,0,0,0,0,0,6.8,95787.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,474.0,289.0,2674.0,166.0,275.0,1.0,23.0,517.0,834.0,403.0,123.0
20978,17031031100,4402,2296,0,80.0,1.82,0,0,0,0,0,0,12.3,108193.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999.0,444.0,383.0,3053.0,215.0,740.0,0.0,25.0,369.0,643.0,732.0,94.0
20979,17031031200,5648,2682,0,620.0,10.98,0,0,0,0,0,1,26.9,42247.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3012.0,915.0,630.0,2168.0,1661.0,1107.0,3.0,38.0,671.0,852.0,1182.0,943.0
20980,17031031300,7076,3887,0,461.0,6.51,0,0,0,0,0,1,22.1,50738.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3094.0,957.0,1228.0,3590.0,1519.0,1449.0,2.0,24.0,492.0,685.0,1854.0,653.0
20981,17031031400,5150,3228,0,352.0,6.83,0,0,0,0,0,0,10.6,132694.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,258.0,946.0,4066.0,463.0,387.0,1.0,13.0,220.0,367.0,973.0,74.0
20982,17031031501,4083,1807,0,485.0,11.88,0,0,0,0,0,1,46.9,24306.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3081.0,681.0,593.0,1593.0,1181.0,948.0,2.0,23.0,336.0,515.0,809.0,753.0
20983,17031031502,4354,2325,0,0.0,0.0,0,0,0,0,0,1,32.3,36028.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2836.0,804.0,361.0,1571.0,1952.0,352.0,0.0,20.0,459.0,591.0,1234.0,941.0
20984,17031031700,6570,3580,0,124.0,1.89,0,0,0,0,0,1,24.0,106412.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2531.0,935.0,262.0,3811.0,1469.0,327.0,6.0,41.0,916.0,1199.0,1453.0,618.0
20985,17031031800,1820,953,0,3.0,0.16,0,0,0,0,0,0,7.1,125833.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,259.0,107.0,1371.0,77.0,116.0,0.0,15.0,241.0,423.0,275.0,50.0
20986,17031031900,2304,1255,0,14.0,0.61,0,0,0,0,0,0,11.4,136250.0,0,0,0,0,0,0,0,0,8.0,0.33,2.0,0.08,2.0,0.08,1.0,0.03,6.0,0.26,0.0,0.01,1.0,0.03,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.04,1.0,0.08,0.0,0.01,684.0,332.0,122.0,1793.0,165.0,121.0,0.0,10.0,215.0,342.0,382.0,52.0
20987,17031032100,7052,4141,0,100.0,1.42,0,0,0,0,0,1,23.7,116477.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2313.0,672.0,586.0,4866.0,1217.0,386.0,1.0,22.0,560.0,898.0,1897.0,692.0
20988,17031040100,3985,1664,0,199.0,4.99,0,0,0,0,1,0,11.4,113250.0,0,1,0,1,0,0,0,1,2385.0,59.85,516.0,12.95,414.0,10.39,207.0,5.19,1597.0,40.08,142.0,3.56,225.0,5.65,0.0,0.0,11.0,0.29,409.0,10.27,639.0,16.04,157.0,9.46,56.0,3.38,818.0,758.0,327.0,2792.0,185.0,326.0,0.0,44.0,638.0,1064.0,221.0,89.0
20989,17031040201,6218,2771,0,2.0,0.03,0,0,0,0,0,0,8.1,86765.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1603.0,1011.0,598.0,4513.0,184.0,632.0,0.0,46.0,843.0,1375.0,537.0,202.0
20990,17031040202,7249,2886,0,149.0,2.06,0,0,0,0,0,1,18.5,50396.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3424.0,1431.0,792.0,4201.0,564.0,1621.0,14.0,29.0,820.0,1398.0,706.0,574.0
20991,17031040300,3069,1097,0,94.0,3.06,0,0,0,0,0,0,1.4,105504.0,0,1,0,1,0,0,0,0,772.0,25.17,82.0,2.68,175.0,5.69,115.0,3.75,588.0,19.16,21.0,0.7,106.0,3.46,0.0,0.0,2.0,0.05,55.0,1.8,71.0,2.32,3.0,0.25,14.0,1.24,320.0,630.0,449.0,1984.0,121.0,683.0,1.0,14.0,266.0,461.0,26.0,50.0
20992,17031040401,3092,1367,0,0.0,0.0,0,0,0,0,0,0,3.7,108229.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,567.0,281.0,2369.0,51.0,261.0,2.0,9.0,400.0,655.0,212.0,38.0
20993,17031040402,4468,2376,0,0.0,0.0,0,0,0,0,0,0,6.5,142054.0,0,0,0,0,0,0,0,0,96.0,2.16,16.0,0.36,14.0,0.31,1.0,0.03,80.0,1.8,5.0,0.11,4.0,0.08,0.0,0.0,0.0,0.0,8.0,0.18,9.0,0.2,16.0,0.68,3.0,0.13,1004.0,619.0,200.0,3493.0,139.0,280.0,0.0,17.0,539.0,846.0,385.0,163.0
20994,17031040600,2434,1250,0,0.0,0.0,0,0,0,0,0,0,3.8,94559.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,352.0,167.0,2034.0,49.0,117.0,0.0,7.0,227.0,360.0,217.0,12.0
20995,17031040700,3123,1553,0,0.0,0.0,0,0,0,0,0,0,6.9,115714.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.0,461.0,220.0,2471.0,103.0,198.0,0.0,3.0,348.0,517.0,383.0,98.0
20996,17031040800,1514,770,0,56.0,3.7,0,0,0,0,0,0,5.9,105250.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,187.0,153.0,1221.0,77.0,98.0,0.0,5.0,113.0,196.0,137.0,31.0
